electron_energy_eV,a_3Pi_u_m2,A_1Pi_u_m2,b_3Pi_g_m2,B_1Pi_g_m2,C_1Delta_g_m2,c_3Sigma_g_minus_m2,D_1Sigma_g_plus_m2,e_3Sigma_u_plus_m2
298.95999999999998,1.292e-22,1.527e-22,1.1539999999999999e-22,5.0599999999999993e-23,1.5339900000000001e-24,6.8602999999999998e-25,1.97265e-24,8.9752799999999983e-25
298.98000000000002,1.292e-22,1.527e-22,1.1530000000000001e-22,5.0599999999999993e-23,1.5339100000000001e-24,6.8598399999999994e-25,1.9725400000000001e-24,8.9746799999999985e-25
299,1.292e-22,1.527e-22,1.1530000000000001e-22,5.0599999999999993e-23,1.5338199999999999e-24,6.8593799999999991e-25,1.9724299999999999e-24,8.9740800000000005e-25
299.01999999999998,1.292e-22,1.527e-22,1.1530000000000001e-22,5.0599999999999993e-23,1.5337400000000001e-24,6.8589199999999996e-25,1.9723199999999997e-24,8.9734799999999989e-25
299.04000000000002,1.292e-22,1.527e-22,1.1530000000000001e-22,5.0499999999999993e-23,1.5336500000000003e-24,6.8584599999999993e-25,1.9722100000000002e-24,8.9728799999999991e-25
299.06,1.2909999999999999e-22,1.526e-22,1.1530000000000001e-22,5.0499999999999993e-23,1.5335700000000001e-24,6.8579999999999999e-25,1.9721e-24,8.9722799999999992e-25
299.07999999999998,1.2909999999999999e-22,1.526e-22,1.1530000000000001e-22,5.0499999999999993e-23,1.5334799999999999e-24,6.8575399999999995e-25,1.9719899999999998e-24,8.9716799999999976e-25
299.10000000000002,1.2909999999999999e-22,1.526e-22,1.1530000000000001e-22,5.0499999999999993e-23,1.5333999999999999e-24,6.8570799999999992e-25,1.97188e-24,8.9710799999999996e-25
299.12,1.2909999999999999e-22,1.526e-22,1.1530000000000001e-22,5.0499999999999993e-23,1.5333099999999999e-24,6.8566199999999997e-25,1.9717799999999999e-24,8.9704799999999998e-25
299.13999999999999,1.2909999999999999e-22,1.526e-22,1.1530000000000001e-22,5.0499999999999993e-23,1.5332300000000001e-24,6.8561699999999999e-25,1.97167e-24,8.9698799999999981e-25
299.16000000000003,1.2909999999999999e-22,1.526e-22,1.1530000000000001e-22,5.0499999999999993e-23,1.5331399999999999e-24,6.8557099999999995e-25,1.9715599999999998e-24,8.9692799999999983e-25
299.18000000000001,1.2909999999999999e-22,1.526e-22,1.1530000000000001e-22,5.0499999999999993e-23,1.5330599999999999e-24,6.8552499999999992e-25,1.97145e-24,8.9686799999999985e-25
299.19999999999999,1.2909999999999999e-22,1.526e-22,1.1530000000000001e-22,5.0499999999999993e-23,1.53298e-24,6.8547899999999998e-25,1.9713400000000001e-24,8.9680800000000005e-25
299.22000000000003,1.2909999999999999e-22,1.526e-22,1.1530000000000001e-22,5.0499999999999993e-23,1.53289e-24,6.8543299999999994e-25,1.9712299999999999e-24,8.9674899999999994e-25
299.24000000000001,1.2909999999999999e-22,1.526e-22,1.152e-22,5.0499999999999993e-23,1.53281e-24,6.85387e-25,1.9711200000000001e-24,8.9668899999999977e-25
299.25999999999999,1.2909999999999999e-22,1.526e-22,1.152e-22,5.0499999999999993e-23,1.53272e-24,6.8534199999999992e-25,1.97102e-24,8.9662899999999997e-25
299.27999999999997,1.2909999999999999e-22,1.526e-22,1.152e-22,5.0499999999999993e-23,1.5326400000000002e-24,6.8529599999999998e-25,1.9709100000000001e-24,8.9656899999999999e-25
299.30000000000001,1.2900000000000001e-22,1.5249999999999999e-22,1.152e-22,5.0499999999999993e-23,1.53255e-24,6.8524999999999994e-25,1.9708000000000003e-24,8.9650899999999983e-25
299.31999999999999,1.2900000000000001e-22,1.5249999999999999e-22,1.152e-22,5.0499999999999993e-23,1.53247e-24,6.85204e-25,1.9706900000000001e-24,8.9644899999999985e-25
299.33999999999997,1.2900000000000001e-22,1.5249999999999999e-22,1.152e-22,5.0499999999999993e-23,1.5323799999999998e-24,6.8515899999999992e-25,1.9705799999999999e-24,8.9638899999999987e-25
299.36000000000001,1.2900000000000001e-22,1.5249999999999999e-22,1.152e-22,5.0499999999999993e-23,1.5323e-24,6.8511299999999998e-25,1.97047e-24,8.9632900000000007e-25
299.38,1.2900000000000001e-22,1.5249999999999999e-22,1.152e-22,5.0499999999999993e-23,1.5322200000000001e-24,6.8506699999999994e-25,1.9703599999999998e-24,8.962689999999999e-25
299.39999999999998,1.2900000000000001e-22,1.5249999999999999e-22,1.152e-22,5.0499999999999993e-23,1.53213e-24,6.8502099999999991e-25,1.9702600000000001e-24,8.9620899999999992e-25
299.42000000000002,1.2900000000000001e-22,1.5249999999999999e-22,1.152e-22,5.0499999999999993e-23,1.5320499999999999e-24,6.8497599999999992e-25,1.9701499999999999e-24,8.9614899999999994e-25
299.44,1.2900000000000001e-22,1.5249999999999999e-22,1.152e-22,5.0499999999999993e-23,1.53196e-24,6.8492999999999998e-25,1.97004e-24,8.9609000000000001e-25
299.45999999999998,1.2900000000000001e-22,1.5249999999999999e-22,1.152e-22,5.0499999999999993e-23,1.5318800000000001e-24,6.8488399999999995e-25,1.9699299999999998e-24,8.9603000000000003e-25
299.48000000000002,1.2900000000000001e-22,1.5249999999999999e-22,1.152e-22,5.0499999999999993e-23,1.53179e-24,6.8483799999999991e-25,1.96982e-24,8.9596999999999986e-25
299.5,1.2900000000000001e-22,1.5249999999999999e-22,1.151e-22,5.0499999999999993e-23,1.5317099999999999e-24,6.8479299999999992e-25,1.9697100000000001e-24,8.9590999999999988e-25
299.51999999999998,1.2900000000000001e-22,1.5249999999999999e-22,1.151e-22,5.0499999999999993e-23,1.5316200000000003e-24,6.8474699999999998e-25,1.9695999999999999e-24,8.9585000000000008e-25
299.54000000000002,1.2890000000000002e-22,1.5240000000000001e-22,1.151e-22,5.0499999999999993e-23,1.5315400000000001e-24,6.8470099999999995e-25,1.9695000000000002e-24,8.9578999999999992e-25
299.56,1.2890000000000002e-22,1.5240000000000001e-22,1.151e-22,5.0499999999999993e-23,1.5314600000000001e-24,6.8465499999999991e-25,1.96939e-24,8.957309999999998e-25
299.57999999999998,1.2890000000000002e-22,1.5240000000000001e-22,1.151e-22,5.0499999999999993e-23,1.5313699999999999e-24,6.8460999999999993e-25,1.9692799999999998e-24,8.9567099999999982e-25
299.60000000000002,1.2890000000000002e-22,1.5240000000000001e-22,1.151e-22,5.0499999999999993e-23,1.53129e-24,6.8456399999999998e-25,1.9691699999999999e-24,8.9561100000000002e-25
299.62,1.2890000000000002e-22,1.5240000000000001e-22,1.151e-22,5.0499999999999993e-23,1.5312000000000001e-24,6.8451799999999995e-25,1.9690599999999997e-24,8.9555100000000004e-25
299.63999999999999,1.2890000000000002e-22,1.5240000000000001e-22,1.151e-22,5.0499999999999993e-23,1.53112e-24,6.8447299999999996e-25,1.9689499999999999e-24,8.9549199999999992e-25
299.66000000000003,1.2890000000000002e-22,1.5240000000000001e-22,1.151e-22,5.0499999999999993e-23,1.5310299999999999e-24,6.8442699999999993e-25,1.9688500000000002e-24,8.9543199999999976e-25
299.68000000000001,1.2890000000000002e-22,1.5240000000000001e-22,1.151e-22,5.0499999999999993e-23,1.53095e-24,6.8438099999999998e-25,1.96874e-24,8.9537199999999996e-25
299.69999999999999,1.2890000000000002e-22,1.5240000000000001e-22,1.151e-22,5.0499999999999993e-23,1.5308700000000002e-24,6.8433599999999991e-25,1.9686300000000001e-24,8.9531199999999998e-25
299.72000000000003,1.2890000000000002e-22,1.5240000000000001e-22,1.151e-22,5.0499999999999993e-23,1.53078e-24,6.8428999999999996e-25,1.9685199999999999e-24,8.9525199999999981e-25
299.74000000000001,1.2890000000000002e-22,1.5240000000000001e-22,1.151e-22,5.0499999999999993e-23,1.5307e-24,6.8424399999999993e-25,1.9684100000000001e-24,8.9519300000000006e-25
299.75999999999999,1.2879999999999999e-22,1.5240000000000001e-22,1.1499999999999999e-22,5.0399999999999998e-23,1.53061e-24,6.8419899999999994e-25,1.9682999999999998e-24,8.951329999999999e-25
299.77999999999997,1.2879999999999999e-22,1.5230000000000002e-22,1.1499999999999999e-22,5.0399999999999998e-23,1.53053e-24,6.8415299999999991e-25,1.9682000000000001e-24,8.9507299999999992e-25
299.80000000000001,1.2879999999999999e-22,1.5230000000000002e-22,1.1499999999999999e-22,5.0399999999999998e-23,1.5304500000000001e-24,6.8410699999999996e-25,1.9680900000000003e-24,8.950139999999998e-25
299.81999999999999,1.2879999999999999e-22,1.5230000000000002e-22,1.1499999999999999e-22,5.0399999999999998e-23,1.53036e-24,6.8406199999999998e-25,1.9679799999999997e-24,8.94954e-25
299.83999999999997,1.2879999999999999e-22,1.5230000000000002e-22,1.1499999999999999e-22,5.0399999999999998e-23,1.5302799999999999e-24,6.8401599999999994e-25,1.9678700000000002e-24,8.9489400000000002e-25
299.86000000000001,1.2879999999999999e-22,1.5230000000000002e-22,1.1499999999999999e-22,5.0399999999999998e-23,1.5301900000000001e-24,6.8397e-25,1.96776e-24,8.948349999999999e-25
299.88,1.2879999999999999e-22,1.5230000000000002e-22,1.1499999999999999e-22,5.0399999999999998e-23,1.5301100000000001e-24,6.8392499999999992e-25,1.9676499999999998e-24,8.9477499999999992e-25
299.89999999999998,1.2879999999999999e-22,1.5230000000000002e-22,1.1499999999999999e-22,5.0399999999999998e-23,1.5300199999999999e-24,6.8387899999999998e-25,1.9675500000000001e-24,8.9471499999999994e-25
299.92000000000002,1.2879999999999999e-22,1.5230000000000002e-22,1.1499999999999999e-22,5.0399999999999998e-23,1.5299400000000001e-24,6.8383399999999999e-25,1.9674399999999999e-24,8.9465499999999996e-25
299.94,1.2879999999999999e-22,1.5230000000000002e-22,1.1499999999999999e-22,5.0399999999999998e-23,1.5298600000000001e-24,6.8378799999999996e-25,1.96733e-24,8.9459599999999984e-25
299.95999999999998,1.2879999999999999e-22,1.5230000000000002e-22,1.1499999999999999e-22,5.0399999999999998e-23,1.5297700000000001e-24,6.8374199999999992e-25,1.9672200000000002e-24,8.9453600000000005e-25
299.98000000000002,1.2879999999999999e-22,1.5230000000000002e-22,1.1499999999999999e-22,5.0399999999999998e-23,1.52969e-24,6.8369699999999994e-25,1.96711e-24,8.9447699999999993e-25
300,1.2869999999999999e-22,1.5230000000000002e-22,1.1499999999999999e-22,5.0399999999999998e-23,1.5296000000000001e-24,6.836509999999999e-25,1.9670099999999999e-24,8.9441699999999995e-25
300.01999999999998,1.2869999999999999e-22,1.5219999999999999e-22,1.1490000000000001e-22,5.0399999999999998e-23,1.52952e-24,6.8360599999999992e-25,1.9669e-24,8.9435699999999978e-25
300.04000000000002,1.2869999999999999e-22,1.5219999999999999e-22,1.1490000000000001e-22,5.0399999999999998e-23,1.5294400000000002e-24,6.8355999999999997e-25,1.9667900000000002e-24,8.9429800000000003e-25
300.06,1.2869999999999999e-22,1.5219999999999999e-22,1.1490000000000001e-22,5.0399999999999998e-23,1.52935e-24,6.8351499999999999e-25,1.96668e-24,8.9423799999999987e-25
300.07999999999998,1.2869999999999999e-22,1.5219999999999999e-22,1.1490000000000001e-22,5.0399999999999998e-23,1.52927e-24,6.8346899999999995e-25,1.9665700000000001e-24,8.9417899999999994e-25
300.10000000000002,1.2869999999999999e-22,1.5219999999999999e-22,1.1490000000000001e-22,5.0399999999999998e-23,1.52918e-24,6.8342299999999992e-25,1.9664599999999999e-24,8.9411899999999995e-25
300.12,1.2869999999999999e-22,1.5219999999999999e-22,1.1490000000000001e-22,5.0399999999999998e-23,1.5291000000000002e-24,6.8337799999999993e-25,1.9663599999999998e-24,8.9405899999999997e-25
300.13999999999999,1.2869999999999999e-22,1.5219999999999999e-22,1.1490000000000001e-22,5.0399999999999998e-23,1.5290200000000001e-24,6.8333199999999999e-25,1.96625e-24,8.9399999999999986e-25
300.16000000000003,1.2869999999999999e-22,1.5219999999999999e-22,1.1490000000000001e-22,5.0399999999999998e-23,1.52893e-24,6.8328699999999991e-25,1.9661400000000001e-24,8.9393999999999988e-25
300.18000000000001,1.2869999999999999e-22,1.5219999999999999e-22,1.1490000000000001e-22,5.0399999999999998e-23,1.5288500000000001e-24,6.8324099999999997e-25,1.9660299999999999e-24,8.9388099999999994e-25
300.19999999999999,1.2869999999999999e-22,1.5219999999999999e-22,1.1490000000000001e-22,5.0399999999999998e-23,1.5287600000000002e-24,6.8319599999999998e-25,1.9659200000000001e-24,8.9382099999999996e-25
300.22000000000003,1.286e-22,1.5219999999999999e-22,1.1490000000000001e-22,5.0399999999999998e-23,1.5286800000000001e-24,6.8314999999999995e-25,1.96582e-24,8.9376200000000003e-25
300.24000000000001,1.286e-22,1.5219999999999999e-22,1.1490000000000001e-22,5.0399999999999998e-23,1.5285999999999999e-24,6.8310499999999996e-25,1.9657100000000002e-24,8.9370200000000005e-25
300.25999999999999,1.286e-22,1.5209999999999999e-22,1.1490000000000001e-22,5.0399999999999998e-23,1.5285099999999999e-24,6.8305899999999993e-25,1.9655999999999999e-24,8.9364199999999988e-25
300.27999999999997,1.286e-22,1.5209999999999999e-22,1.1480000000000002e-22,5.0399999999999998e-23,1.5284300000000001e-24,6.8301399999999994e-25,1.9654900000000001e-24,8.9358299999999976e-25
300.30000000000001,1.286e-22,1.5209999999999999e-22,1.1480000000000002e-22,5.0399999999999998e-23,1.5283400000000001e-24,6.8296799999999991e-25,1.9653799999999999e-24,8.9352299999999997e-25
300.31999999999999,1.286e-22,1.5209999999999999e-22,1.1480000000000002e-22,5.0399999999999998e-23,1.5282600000000001e-24,6.8292299999999992e-25,1.9652799999999998e-24,8.9346399999999985e-25
300.33999999999997,1.286e-22,1.5209999999999999e-22,1.1480000000000002e-22,5.0399999999999998e-23,1.5281799999999998e-24,6.8287699999999998e-25,1.96517e-24,8.9340399999999987e-25
300.36000000000001,1.286e-22,1.5209999999999999e-22,1.1480000000000002e-22,5.0399999999999998e-23,1.5280900000000002e-24,6.828319999999999e-25,1.9650599999999997e-24,8.9334499999999994e-25
300.38,1.286e-22,1.5209999999999999e-22,1.1480000000000002e-22,5.0399999999999998e-23,1.5280100000000002e-24,6.8278599999999996e-25,1.9649499999999999e-24,8.9328499999999995e-25
300.39999999999998,1.286e-22,1.5209999999999999e-22,1.1480000000000002e-22,5.0399999999999998e-23,1.52792e-24,6.8274099999999997e-25,1.9648400000000001e-24,8.9322599999999984e-25
300.42000000000002,1.286e-22,1.5209999999999999e-22,1.1480000000000002e-22,5.0399999999999998e-23,1.5278400000000002e-24,6.8269599999999989e-25,1.96474e-24,8.9316699999999991e-25
300.44,1.286e-22,1.5209999999999999e-22,1.1480000000000002e-22,5.0399999999999998e-23,1.52776e-24,6.8264999999999995e-25,1.9646300000000001e-24,8.9310699999999992e-25
300.45999999999998,1.2850000000000002e-22,1.5209999999999999e-22,1.1480000000000002e-22,5.0399999999999998e-23,1.5276700000000002e-24,6.8260499999999996e-25,1.9645199999999999e-24,8.9304799999999981e-25
300.48000000000002,1.2850000000000002e-22,1.5209999999999999e-22,1.1480000000000002e-22,5.0299999999999998e-23,1.52759e-24,6.8255899999999993e-25,1.9644100000000001e-24,8.9298800000000001e-25
300.5,1.2850000000000002e-22,1.52e-22,1.1480000000000002e-22,5.0299999999999998e-23,1.5274999999999998e-24,6.8251399999999994e-25,1.96431e-24,8.9292899999999989e-25
300.51999999999998,1.2850000000000002e-22,1.52e-22,1.1480000000000002e-22,5.0299999999999998e-23,1.52742e-24,6.8246799999999991e-25,1.9642000000000001e-24,8.9286899999999991e-25
300.54000000000002,1.2850000000000002e-22,1.52e-22,1.1469999999999999e-22,5.0299999999999998e-23,1.5273400000000001e-24,6.8242299999999992e-25,1.9640900000000003e-24,8.9280999999999998e-25
300.56,1.2850000000000002e-22,1.52e-22,1.1469999999999999e-22,5.0299999999999998e-23,1.5272499999999999e-24,6.8237799999999994e-25,1.9639799999999997e-24,8.9275099999999986e-25
300.57999999999998,1.2850000000000002e-22,1.52e-22,1.1469999999999999e-22,5.0299999999999998e-23,1.5271699999999999e-24,6.823319999999999e-25,1.9638699999999999e-24,8.9269099999999988e-25
300.60000000000002,1.2850000000000002e-22,1.52e-22,1.1469999999999999e-22,5.0299999999999998e-23,1.5270900000000001e-24,6.8228699999999992e-25,1.9637700000000001e-24,8.9263199999999995e-25
300.62,1.2850000000000002e-22,1.52e-22,1.1469999999999999e-22,5.0299999999999998e-23,1.5270000000000001e-24,6.8224099999999988e-25,1.9636599999999999e-24,8.9257199999999997e-25
300.63999999999999,1.2850000000000002e-22,1.52e-22,1.1469999999999999e-22,5.0299999999999998e-23,1.52692e-24,6.8219599999999989e-25,1.9635500000000001e-24,8.9251299999999985e-25
300.66000000000003,1.2850000000000002e-22,1.52e-22,1.1469999999999999e-22,5.0299999999999998e-23,1.5268299999999999e-24,6.8215099999999991e-25,1.9634399999999999e-24,8.9245399999999992e-25
300.68000000000001,1.2850000000000002e-22,1.52e-22,1.1469999999999999e-22,5.0299999999999998e-23,1.52675e-24,6.8210499999999987e-25,1.9633400000000002e-24,8.9239399999999994e-25
300.69999999999999,1.2839999999999999e-22,1.52e-22,1.1469999999999999e-22,5.0299999999999998e-23,1.5266700000000002e-24,6.8205999999999989e-25,1.9632299999999999e-24,8.9233499999999982e-25
300.72000000000003,1.2839999999999999e-22,1.52e-22,1.1469999999999999e-22,5.0299999999999998e-23,1.52658e-24,6.8201399999999994e-25,1.9631200000000001e-24,8.9227599999999989e-25
300.74000000000001,1.2839999999999999e-22,1.5190000000000002e-22,1.1469999999999999e-22,5.0299999999999998e-23,1.5265e-24,6.8196899999999996e-25,1.9630099999999999e-24,8.9221599999999991e-25
300.75999999999999,1.2839999999999999e-22,1.5190000000000002e-22,1.1469999999999999e-22,5.0299999999999998e-23,1.52642e-24,6.8192399999999988e-25,1.9629e-24,8.9215699999999979e-25
300.77999999999997,1.2839999999999999e-22,1.5190000000000002e-22,1.1469999999999999e-22,5.0299999999999998e-23,1.52633e-24,6.8187799999999994e-25,1.9628e-24,8.9209799999999986e-25
300.80000000000001,1.2839999999999999e-22,1.5190000000000002e-22,1.1469999999999999e-22,5.0299999999999998e-23,1.5262500000000001e-24,6.8183299999999986e-25,1.9626900000000001e-24,8.9203799999999987e-25
300.81999999999999,1.2839999999999999e-22,1.5190000000000002e-22,1.1459999999999999e-22,5.0299999999999998e-23,1.52616e-24,6.8178799999999987e-25,1.9625799999999999e-24,8.9197899999999994e-25
300.83999999999997,1.2839999999999999e-22,1.5190000000000002e-22,1.1459999999999999e-22,5.0299999999999998e-23,1.5260799999999999e-24,6.8174199999999993e-25,1.9624700000000001e-24,8.9192000000000001e-25
300.86000000000001,1.2839999999999999e-22,1.5190000000000002e-22,1.1459999999999999e-22,5.0299999999999998e-23,1.5260000000000001e-24,6.8169699999999994e-25,1.96237e-24,8.9185999999999984e-25
300.88,1.2839999999999999e-22,1.5190000000000002e-22,1.1459999999999999e-22,5.0299999999999998e-23,1.5259100000000001e-24,6.8165199999999987e-25,1.9622599999999998e-24,8.9180099999999991e-25
300.89999999999998,1.2839999999999999e-22,1.5190000000000002e-22,1.1459999999999999e-22,5.0299999999999998e-23,1.5258300000000001e-24,6.8160599999999992e-25,1.9621499999999999e-24,8.9174199999999998e-25
300.92000000000002,1.2839999999999999e-22,1.5190000000000002e-22,1.1459999999999999e-22,5.0299999999999998e-23,1.52575e-24,6.8156099999999994e-25,1.9620400000000001e-24,8.9168300000000005e-25
300.94,1.2829999999999999e-22,1.5190000000000002e-22,1.1459999999999999e-22,5.0299999999999998e-23,1.5256600000000001e-24,6.8151599999999986e-25,1.96194e-24,8.9162300000000006e-25
300.95999999999998,1.2829999999999999e-22,1.5190000000000002e-22,1.1459999999999999e-22,5.0299999999999998e-23,1.52558e-24,6.8147099999999997e-25,1.9618300000000001e-24,8.9156399999999995e-25
300.98000000000002,1.2829999999999999e-22,1.5179999999999999e-22,1.1459999999999999e-22,5.0299999999999998e-23,1.5254900000000001e-24,6.8142499999999993e-25,1.9617200000000003e-24,8.9150500000000002e-25
301,1.2829999999999999e-22,1.5179999999999999e-22,1.1459999999999999e-22,5.0299999999999998e-23,1.52541e-24,6.8138000000000004e-25,1.9616099999999997e-24,8.9144500000000003e-25
301.01999999999998,1.2829999999999999e-22,1.5179999999999999e-22,1.1459999999999999e-22,5.0299999999999998e-23,1.5253299999999998e-24,6.8133499999999996e-25,1.96151e-24,8.9138599999999992e-25
301.04000000000002,1.2829999999999999e-22,1.5179999999999999e-22,1.1459999999999999e-22,5.0299999999999998e-23,1.5252400000000002e-24,6.8128900000000002e-25,1.9613999999999998e-24,8.9132699999999998e-25
301.06,1.2829999999999999e-22,1.5179999999999999e-22,1.1459999999999999e-22,5.0299999999999998e-23,1.5251600000000002e-24,6.8124400000000003e-25,1.9612899999999999e-24,8.9126799999999987e-25
301.07999999999998,1.2829999999999999e-22,1.5179999999999999e-22,1.1450000000000001e-22,5.0299999999999998e-23,1.5250799999999999e-24,6.8119899999999995e-25,1.9611800000000001e-24,8.9120899999999975e-25
301.10000000000002,1.2829999999999999e-22,1.5179999999999999e-22,1.1450000000000001e-22,5.0299999999999998e-23,1.5249900000000002e-24,6.8115399999999997e-25,1.96108e-24,8.9114899999999995e-25
301.12,1.2829999999999999e-22,1.5179999999999999e-22,1.1450000000000001e-22,5.0299999999999998e-23,1.5249099999999999e-24,6.8110800000000002e-25,1.9609700000000002e-24,8.9108999999999984e-25
301.13999999999999,1.2829999999999999e-22,1.5179999999999999e-22,1.1450000000000001e-22,5.0299999999999998e-23,1.5248300000000001e-24,6.8106299999999994e-25,1.9608599999999999e-24,8.910309999999999e-25
301.16000000000003,1.282e-22,1.5179999999999999e-22,1.1450000000000001e-22,5.0299999999999998e-23,1.5247399999999999e-24,6.8101799999999996e-25,1.9607500000000001e-24,8.9097199999999997e-25
301.18000000000001,1.282e-22,1.5179999999999999e-22,1.1450000000000001e-22,5.0299999999999998e-23,1.5246599999999999e-24,6.8097299999999997e-25,1.96065e-24,8.9091299999999986e-25
301.19999999999999,1.282e-22,1.5179999999999999e-22,1.1450000000000001e-22,5.0199999999999992e-23,1.5245799999999999e-24,6.8092699999999994e-25,1.9605400000000002e-24,8.9085399999999992e-25
301.22000000000003,1.282e-22,1.5169999999999999e-22,1.1450000000000001e-22,5.0199999999999992e-23,1.5244900000000001e-24,6.8088199999999995e-25,1.96043e-24,8.9079399999999994e-25
301.24000000000001,1.282e-22,1.5169999999999999e-22,1.1450000000000001e-22,5.0199999999999992e-23,1.52441e-24,6.8083699999999997e-25,1.9603199999999997e-24,8.9073499999999982e-25
301.25999999999999,1.282e-22,1.5169999999999999e-22,1.1450000000000001e-22,5.0199999999999992e-23,1.52433e-24,6.8079199999999998e-25,1.96022e-24,8.9067599999999989e-25
301.27999999999997,1.282e-22,1.5169999999999999e-22,1.1450000000000001e-22,5.0199999999999992e-23,1.52424e-24,6.8074699999999999e-25,1.9601099999999998e-24,8.9061699999999978e-25
301.30000000000001,1.282e-22,1.5169999999999999e-22,1.1450000000000001e-22,5.0199999999999992e-23,1.52416e-24,6.8070199999999991e-25,1.96e-24,8.9055800000000003e-25
301.31999999999999,1.282e-22,1.5169999999999999e-22,1.1450000000000001e-22,5.0199999999999992e-23,1.5240800000000001e-24,6.8065599999999997e-25,1.9599000000000002e-24,8.9049899999999991e-25
301.33999999999997,1.282e-22,1.5169999999999999e-22,1.1440000000000002e-22,5.0199999999999992e-23,1.52399e-24,6.8061099999999999e-25,1.95979e-24,8.9043999999999998e-25
301.36000000000001,1.282e-22,1.5169999999999999e-22,1.1440000000000002e-22,5.0199999999999992e-23,1.5239099999999999e-24,6.8056599999999991e-25,1.9596800000000002e-24,8.9038099999999986e-25
301.38,1.282e-22,1.5169999999999999e-22,1.1440000000000002e-22,5.0199999999999992e-23,1.5238200000000001e-24,6.8052099999999992e-25,1.95957e-24,8.9032099999999988e-25
301.39999999999998,1.2810000000000002e-22,1.5169999999999999e-22,1.1440000000000002e-22,5.0199999999999992e-23,1.5237400000000001e-24,6.8047599999999994e-25,1.9594700000000002e-24,8.9026199999999995e-25
301.42000000000002,1.2810000000000002e-22,1.5169999999999999e-22,1.1440000000000002e-22,5.0199999999999992e-23,1.5236600000000001e-24,6.8043099999999995e-25,1.95936e-24,8.9020299999999983e-25
301.44,1.2810000000000002e-22,1.5169999999999999e-22,1.1440000000000002e-22,5.0199999999999992e-23,1.5235699999999999e-24,6.8038499999999991e-25,1.9592499999999998e-24,8.9014400000000008e-25
301.45999999999998,1.2810000000000002e-22,1.516e-22,1.1440000000000002e-22,5.0199999999999992e-23,1.5234900000000001e-24,6.8033999999999993e-25,1.95914e-24,8.9008499999999996e-25
301.48000000000002,1.2810000000000002e-22,1.516e-22,1.1440000000000002e-22,5.0199999999999992e-23,1.52341e-24,6.8029499999999994e-25,1.9590400000000003e-24,8.9002599999999985e-25
301.5,1.2810000000000002e-22,1.516e-22,1.1440000000000002e-22,5.0199999999999992e-23,1.5233200000000001e-24,6.8024999999999996e-25,1.95893e-24,8.8996699999999991e-25
301.51999999999998,1.2810000000000002e-22,1.516e-22,1.1440000000000002e-22,5.0199999999999992e-23,1.52324e-24,6.8020499999999997e-25,1.9588200000000002e-24,8.899079999999998e-25
301.54000000000002,1.2810000000000002e-22,1.516e-22,1.1440000000000002e-22,5.0199999999999992e-23,1.5231599999999998e-24,6.8015999999999998e-25,1.9587200000000001e-24,8.8984900000000005e-25
301.56,1.2810000000000002e-22,1.516e-22,1.1440000000000002e-22,5.0199999999999992e-23,1.5230700000000002e-24,6.8011499999999991e-25,1.9586100000000003e-24,8.8978999999999993e-25
301.57999999999998,1.2810000000000002e-22,1.516e-22,1.1440000000000002e-22,5.0199999999999992e-23,1.5229900000000002e-24,6.8006899999999996e-25,1.9585000000000001e-24,8.8973099999999982e-25
301.60000000000002,1.2810000000000002e-22,1.516e-22,1.1429999999999999e-22,5.0199999999999992e-23,1.5229099999999999e-24,6.8002399999999998e-25,1.9583900000000002e-24,8.8967199999999988e-25
301.62,1.2810000000000002e-22,1.516e-22,1.1429999999999999e-22,5.0199999999999992e-23,1.5228200000000002e-24,6.799789999999999e-25,1.9582900000000001e-24,8.8961299999999995e-25
301.63999999999999,1.2800000000000001e-22,1.516e-22,1.1429999999999999e-22,5.0199999999999992e-23,1.5227400000000003e-24,6.7993399999999991e-25,1.9581799999999999e-24,8.8955400000000002e-25
301.66000000000003,1.2800000000000001e-22,1.516e-22,1.1429999999999999e-22,5.0199999999999992e-23,1.5226600000000001e-24,6.7988899999999993e-25,1.9580700000000001e-24,8.894949999999999e-25
301.68000000000001,1.2800000000000001e-22,1.516e-22,1.1429999999999999e-22,5.0199999999999992e-23,1.5225699999999999e-24,6.7984399999999994e-25,1.95797e-24,8.8943599999999997e-25
301.69999999999999,1.2800000000000001e-22,1.5150000000000002e-22,1.1429999999999999e-22,5.0199999999999992e-23,1.5224899999999999e-24,6.7979899999999996e-25,1.9578600000000001e-24,8.8937699999999985e-25
301.72000000000003,1.2800000000000001e-22,1.5150000000000002e-22,1.1429999999999999e-22,5.0199999999999992e-23,1.5224099999999998e-24,6.7975399999999988e-25,1.9577500000000003e-24,8.8931799999999992e-25
301.74000000000001,1.2800000000000001e-22,1.5150000000000002e-22,1.1429999999999999e-22,5.0199999999999992e-23,1.52233e-24,6.7970899999999989e-25,1.9576500000000002e-24,8.8925899999999999e-25
301.75999999999999,1.2800000000000001e-22,1.5150000000000002e-22,1.1429999999999999e-22,5.0199999999999992e-23,1.52224e-24,6.796639999999999e-25,1.95754e-24,8.8919999999999987e-25
301.77999999999997,1.2800000000000001e-22,1.5150000000000002e-22,1.1429999999999999e-22,5.0199999999999992e-23,1.52216e-24,6.7961899999999992e-25,1.9574300000000001e-24,8.8914099999999994e-25
