electron_energy_eV,total_dissociation_cross_section_m2
10.32,8.8586452399999992e-21
10.34,8.8640775099999988e-21
10.359999999999999,8.8693090000000012e-21
10.380000000000001,8.8748397e-21
10.4,8.880069649999999e-21
10.42,8.8853988399999997e-21
10.44,8.8905272900000003e-21
10.460000000000001,8.8955550299999991e-21
10.48,8.9009820500000001e-21
10.5,8.9060083800000004e-21
10.52,8.9111340199999997e-21
10.539999999999999,8.9162590000000013e-21
10.56,8.921383330000001e-21
10.58,8.9264070199999989e-21
10.6,8.9315300800000005e-21
10.619999999999999,8.9364525400000024e-21
10.640000000000001,8.9415743999999987e-21
10.66,8.9467956800000019e-21
10.68,8.9517164000000013e-21
10.699999999999999,8.9569365700000009e-21
10.720000000000001,8.9620561999999991e-21
10.74,8.9670753099999991e-21
10.76,8.9721939199999986e-21
10.779999999999999,8.9774120300000022e-21
10.800000000000001,8.9824296700000005e-21
10.82,8.9876468499999997e-21
10.84,8.9929635699999985e-21
10.859999999999999,8.9980798700000012e-21
10.880000000000001,9.0033957399999973e-21
10.9,9.0088112099999993e-21
10.92,9.0140262799999978e-21
10.94,9.0194409800000019e-21
10.960000000000001,9.0249553099999999e-21
10.98,9.0301692899999994e-21
11,9.0356829299999998e-21
11.02,9.0412962400000002e-21
11.039999999999999,9.04680923e-21
11.06,9.0525219299999981e-21
11.08,9.0581343400000017e-21
11.1,9.0637464699999999e-21
11.119999999999999,9.0694583299999999e-21
11.140000000000001,9.0752699399999987e-21
11.16,9.0812813100000005e-21
11.18,9.0869924399999997e-21
11.199999999999999,9.0929033500000004e-21
11.220000000000001,9.0988140600000005e-21
11.24,9.1049245599999992e-21
11.26,9.1109348800000007e-21
11.279999999999999,9.1170450099999983e-21
11.300000000000001,9.1231549799999998e-21
11.32,9.1294647799999986e-21
11.34,9.1356744400000002e-21
11.359999999999999,9.1419839500000011e-21
11.380000000000001,9.1483933199999996e-21
11.4,9.1547025800000012e-21
11.42,9.1611117199999989e-21
11.44,9.1675207399999994e-21
11.460000000000001,9.1740296699999991e-21
11.48,9.1806385099999997e-21
11.5,9.1872472600000001e-21
11.52,9.193755930000002e-21
11.539999999999999,9.2005645399999997e-21
11.56,9.207273079999999e-21
11.58,9.2140815599999992e-21
11.6,9.2208899899999978e-21
11.619999999999999,9.2276983799999992e-21
11.640000000000001,9.2345067399999991e-21
11.66,9.2413150600000003e-21
11.68,9.24812335e-21
11.699999999999999,9.25523163e-21
11.720000000000001,9.2622398899999988e-21
11.74,9.2691481399999979e-21
11.76,9.2760563899999985e-21
11.779999999999999,9.2832646299999995e-21
11.800000000000001,9.2902728899999998e-21
11.82,9.2972811500000002e-21
11.84,9.304289429999999e-21
11.859999999999999,9.3115977300000013e-21
11.880000000000001,9.3186060600000004e-21
11.9,9.3257144099999991e-21
11.92,9.3327228000000013e-21
11.94,9.3397312200000006e-21
11.960000000000001,9.3469396799999993e-21
11.98,9.3539481899999989e-21
12,9.3612567500000021e-21
12.02,9.3681653500000008e-21
12.039999999999999,9.3752740200000005e-21
12.06,9.3822827399999993e-21
12.08,9.3891915200000001e-21
12.1,9.3964003699999985e-21
12.119999999999999,9.4032092899999987e-21
12.140000000000001,9.4104182799999975e-21
12.16,9.4173273499999993e-21
12.18,9.4241364899999986e-21
12.199999999999999,9.4310457199999978e-21
12.220000000000001,9.4379550300000003e-21
12.24,9.4445644200000012e-21
12.26,9.4515738999999993e-21
12.279999999999999,9.4581834800000023e-21
12.300000000000001,9.464793150000001e-21
12.32,9.4714029199999986e-21
12.34,9.4780127899999994e-21
12.359999999999999,9.4846227499999976e-21
12.380000000000001,9.4909328300000017e-21
12.4,9.4973430099999983e-21
12.42,9.5037533000000028e-21
12.44,9.5099637000000023e-21
12.460000000000001,9.5161742200000022e-21
12.48,9.5223848500000009e-21
12.5,9.5283955900000023e-21
12.52,9.5344064599999995e-21
12.539999999999999,9.5405174400000027e-21
12.56,9.5461285499999992e-21
12.58,9.5518397800000002e-21
12.6,9.5576511299999997e-21
12.619999999999999,9.5629625999999999e-21
12.640000000000001,9.5686742000000006e-21
12.66,9.5741859000000008e-21
12.68,9.5793977099999979e-21
12.699999999999999,9.5846095499999997e-21
12.720000000000001,9.5898214800000002e-21
12.74,9.5948335700000005e-21
12.76,9.5996458299999991e-21
12.779999999999999,9.6044582599999982e-21
12.800000000000001,9.6090708599999985e-21
12.82,9.6137836399999991e-21
12.84,9.6181965999999999e-21
12.859999999999999,9.622809749999999e-21
12.880000000000001,9.6270230799999986e-21
12.9,9.6312366000000004e-21
12.92,9.6353503200000016e-21
12.94,9.6393642399999994e-21
12.960000000000001,9.643178350000003e-21
12.98,9.6468926700000001e-21
13,9.6504071900000001e-21
13.02,9.6539219200000008e-21
