process_label,kind,target,product,energy_loss_eV,electron_number_change,energy_eV,cross_section_m2,source_energy_column_zero_based,source_cross_section_column_zero_based,evidence_class
MOM,MOMENTUM,CHF3,CHF3,,0,0.01,2.135e-17,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.01069,2.009e-17,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.01142,1.877e-17,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.01221,1.738e-17,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.01305,1.629e-17,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.01394,1.521e-17,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.0149,1.403e-17,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.01592,1.306e-17,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.01702,1.216e-17,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.01819,1.117e-17,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.01944,1.024e-17,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.02077,9.377e-18,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.0222,8.56e-18,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.02373,7.797e-18,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.02536,7.084e-18,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.0271,6.418e-18,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.02896,5.796e-18,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.03095,5.216e-18,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.03308,4.679e-18,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.03536,4.179e-18,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.03779,3.709e-18,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.04038,3.273e-18,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.04316,2.865e-18,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.04612,2.452e-18,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.04929,2.094e-18,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.05268,1.952e-18,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.0563,1.861e-18,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.06017,1.775e-18,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.06431,1.692e-18,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.06872,1.595e-18,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.07345,1.504e-18,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.0785,1.434e-18,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.08389,1.354e-18,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.08966,1.276e-18,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.09582,1.216e-18,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.1024,1.151e-18,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.1094,1.081e-18,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.117,1.031e-18,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.125,9.771e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.1336,9.181e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.1428,8.734e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.1526,8.296e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.1631,7.795e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.1743,7.401e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.1863,7.044e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.1991,6.618e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.2127,6.218e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.2274,5.843e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.243,5.49e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.2597,5.158e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.2775,4.847e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.2966,4.554e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.317,4.279e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.3388,4.02e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.362,3.818e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.3869,3.64e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.4135,3.495e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.4419,3.386e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.4723,3.3e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.5048,3.216e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.5395,3.133e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.5765,3.053e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.6162,3.015e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.6585,2.996e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.7038,3.007e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.7521,3.017e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.8038,3.028e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.8591,3.038e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.9181,2.965e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,0.9812,2.847e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,1.049,2.733e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,1.121,2.624e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,1.198,2.52e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,1.28,2.386e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,1.368,2.258e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,1.462,2.136e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,1.562,2.093e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,1.67,2.063e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,1.785,2.01e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,1.907,1.977e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,2.038,1.958e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,2.178,1.964e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,2.328,1.971e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,2.488,1.977e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,2.659,1.956e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,2.842,1.945e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,3.037,1.95e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,3.246,1.95e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,3.469,1.95e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,3.707,1.95e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,3.962,1.93e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,4.235,1.905e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,4.526,1.905e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,4.837,1.905e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,5.169,1.905e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,5.524,1.878e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,5.904,1.839e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,6.31,1.785e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,6.743,1.712e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,7.207,1.631e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,7.702,1.538e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,8.231,1.45e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,8.797,1.367e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,9.401,1.289e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,10.05,1.226e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,10.74,1.173e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,11.48,1.122e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,12.26,1.081e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,13.11,1.05e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,14.01,1.006e-19,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,14.97,9.726e-20,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,16,9.584e-20,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,17.1,9.443e-20,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,18.27,9.277e-20,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,19.53,9.007e-20,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,20.87,8.83e-20,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,22.31,8.697e-20,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,23.84,8.444e-20,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,25.48,8.257e-20,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,27.23,8.136e-20,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,29.1,7.907e-20,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,31.1,7.593e-20,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,33.24,7.157e-20,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,35.52,6.675e-20,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,37.96,6.228e-20,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,40.57,5.87e-20,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,43.36,5.48e-20,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,46.34,5.097e-20,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,49.53,4.805e-20,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,52.93,4.497e-20,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,56.57,4.184e-20,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,60.46,3.941e-20,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,64.61,3.693e-20,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,69.05,3.431e-20,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,73.8,3.226e-20,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,78.87,3.028e-20,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,84.29,2.813e-20,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,90.08,2.643e-20,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,96.27,2.489e-20,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,102.9,2.312e-20,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,110,2.166e-20,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,117.5,2.041e-20,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,125.6,1.896e-20,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,134.2,1.774e-20,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,143.4,1.674e-20,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,153.3,1.558e-20,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,163.8,1.454e-20,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,175.1,1.37e-20,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,187.1,1.278e-20,0,1,swarm_regressed_working_set
MOM,MOMENTUM,CHF3,CHF3,,0,200,1.19e-20,0,1,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,0,0,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,0.101,0,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,0.202,0,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,0.303,0,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,0.404,1.833e-21,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,0.5051,6.792e-21,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,0.6061,1.109e-20,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,0.7071,1.479e-20,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,0.8081,1.795e-20,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,0.9091,2.064e-20,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,1.01,2.289e-20,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,1.111,2.475e-20,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,1.212,2.627e-20,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,1.313,2.748e-20,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,1.414,2.841e-20,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,1.515,2.911e-20,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,1.616,2.958e-20,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,1.717,2.987e-20,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,1.818,2.999e-20,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,1.919,2.997e-20,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,2.02,2.982e-20,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,2.121,2.955e-20,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,2.222,2.92e-20,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,2.323,2.876e-20,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,2.424,2.825e-20,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,2.525,2.768e-20,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,2.626,2.707e-20,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,2.727,2.641e-20,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,2.828,2.573e-20,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,2.929,2.502e-20,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,3.03,2.429e-20,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,3.131,2.355e-20,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,3.232,2.28e-20,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,3.333,2.205e-20,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,3.434,2.13e-20,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,3.535,2.055e-20,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,3.636,1.98e-20,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,3.737,1.907e-20,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,3.838,1.834e-20,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,3.939,1.763e-20,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,4.04,1.694e-20,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,4.141,1.625e-20,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,4.242,1.559e-20,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,4.343,1.494e-20,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,4.444,1.431e-20,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,4.545,1.37e-20,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,4.646,1.31e-20,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,4.747,1.253e-20,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,4.848,1.197e-20,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,4.949,1.143e-20,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,5.051,1.091e-20,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,5.152,1.041e-20,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,5.253,9.933e-21,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,5.354,9.469e-21,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,5.455,9.024e-21,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,5.556,8.596e-21,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,5.657,8.185e-21,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,5.758,7.791e-21,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,5.859,7.414e-21,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,5.96,7.052e-21,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,6.061,6.706e-21,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,6.162,6.375e-21,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,6.263,6.058e-21,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,6.364,5.755e-21,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,6.465,5.466e-21,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,6.566,5.19e-21,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,6.667,4.927e-21,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,6.768,4.675e-21,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,6.869,4.436e-21,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,6.97,4.208e-21,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,7.071,3.99e-21,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,7.172,3.783e-21,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,7.273,3.586e-21,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,7.374,3.399e-21,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,7.475,3.22e-21,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,7.576,3.05e-21,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,7.677,2.889e-21,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,7.778,2.736e-21,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,7.879,2.59e-21,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,7.98,2.452e-21,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,8.081,2.32e-21,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,8.182,2.196e-21,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,8.283,2.077e-21,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,8.384,1.965e-21,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,8.485,1.859e-21,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,8.586,1.758e-21,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,8.687,1.662e-21,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,8.788,1.571e-21,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,8.889,1.485e-21,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,8.99,1.404e-21,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,9.091,1.326e-21,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,9.192,1.253e-21,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,9.293,1.184e-21,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,9.394,1.118e-21,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,9.495,1.056e-21,3,4,swarm_regressed_working_set
VIB14,EXCITATION,CHF3,"CHF3(v1,v4)",0.37,0,9.596,9.974e-22,3,4,swarm_regressed_working_set
