experiment_key,lot_number,wafer_number,X,Y,preox_thickness,postox_thickness,postox_thickness_nan,stepheight,oxide_etch,si_etch
2024-08-21_04,9,4,-57000,-76000,1.0035,0.341,0.341,52.0657,0.6625,51.7247
2024-08-21_04,9,4,-38000,-76000,1.003066648,0.2901,0.2901,46.4424,0.712966648,46.1523
2024-08-21_04,9,4,-19000,-76000,1.003117516,0.2685,0.2685,44.6778,0.734617516,44.4093
2024-08-21_04,9,4,0,-76000,1.003454433,0.2089,0.2089,44.2436,0.794554433,44.0347
2024-08-21_04,9,4,19000,-76000,1.002741096,0.2714,0.2714,44.5829,0.731341096,44.3115
2024-08-21_04,9,4,38000,-76000,1.002005647,0.2896,0.2896,46.1995,0.712405647,45.9099
2024-08-21_04,9,4,57000,-76000,1.0018,0.3248,0.3248,51.6573,0.677,51.3325
2024-08-21_04,9,4,-76000,-57000,1.0035,0.3267,0.3267,51.7822,0.6768,51.4555
2024-08-21_04,9,4,-57000,-57000,1.003005946,0.2746,0.2746,44.8045,0.728405946,44.5299
2024-08-21_04,9,4,-38000,-57000,1.002630301,0.4178,0.4178,43.0574,0.584830301,42.6396
2024-08-21_04,9,4,-19000,-57000,1.00242096,0.3923,0.3923,42.6529,0.61012096,42.2606
2024-08-21_04,9,4,0,-57000,1.002340969,0.3842,0.3842,42.5812,0.618140969,42.197
2024-08-21_04,9,4,19000,-57000,1.002066182,0.3937,0.3937,42.5793,0.608366182,42.1856
2024-08-21_04,9,4,38000,-57000,1.001856911,0.4195,0.4195,42.8751,0.582356911,42.4556
2024-08-21_04,9,4,57000,-57000,1.001787907,0.2742,0.2742,44.4969,0.727587907,44.2227
2024-08-21_04,9,4,76000,-57000,1.0018,0.3206,0.3206,51.2699,0.6812,50.9493
2024-08-21_04,9,4,-76000,-38000,1.002200643,0.2831,0.2831,45.752,0.719100643,45.4689
2024-08-21_04,9,4,-57000,-38000,1.002090327,0.4113,0.4113,42.6562,0.590790327,42.2449
2024-08-21_04,9,4,-38000,-38000,1.001916454,0.369,0.369,42.1964,0.632916454,41.8274
2024-08-21_04,9,4,-19000,-38000,1.00187918,0.3419,0.3419,42.3102,0.65997918,41.9683
2024-08-21_04,9,4,0,-38000,1.001874876,0.3324,0.3324,42.3805,0.669474876,42.0481
2024-08-21_04,9,4,19000,-38000,1.001811631,0.3442,0.3442,42.247,0.657611631,41.9028
2024-08-21_04,9,4,38000,-38000,1.0018,0.3723,0.3723,42.0558,0.6295,41.6835
2024-08-21_04,9,4,57000,-38000,1.001711247,0.4144,0.4144,42.4272,0.587311247,42.0128
2024-08-21_04,9,4,76000,-38000,1.001630723,0.2845,0.2845,45.3159,0.717130723,45.0314
2024-08-21_04,9,4,-95000,-19000,0.998314676,0.3028,0.3028,50.9205,0.695514676,50.6177
2024-08-21_04,9,4,-76000,-19000,0.999604856,0.2085,0.2085,43.5965,0.791104856,43.388
2024-08-21_04,9,4,-57000,-19000,1.000710487,0.3787,0.3787,41.9009,0.622010487,41.5222
2024-08-21_04,9,4,-38000,-19000,1.001215765,0.3342,0.3342,41.9795,0.667015765,41.6453
2024-08-21_04,9,4,-19000,-19000,1.001601191,0.3059,0.3059,42.3281,0.695701191,42.0222
2024-08-21_04,9,4,0,-19000,1.001832507,0.2951,0.2951,42.4731,0.706732507,42.178
2024-08-21_04,9,4,19000,-19000,1.001732738,0.3083,0.3083,42.2666,0.693432738,41.9583
2024-08-21_04,9,4,38000,-19000,1.001670886,0.3382,0.3382,41.8431,0.663470886,41.5049
2024-08-21_04,9,4,57000,-19000,1.001524199,0.3847,0.3847,41.6988,0.616824199,41.3141
2024-08-21_04,9,4,76000,-19000,1.001213906,0.21,0.21,43.2503,0.791213906,43.0403
2024-08-21_04,9,4,95000,-19000,1.000887806,0.3067,0.3067,51.2695,0.694187806,50.9628
2024-08-21_04,9,4,-95000,0,0.9964,0.3112,0.3112,50.9268,0.6852,50.6156
2024-08-21_04,9,4,-76000,0,0.998011287,0.421,0.421,42.8698,0.577011287,42.4488
2024-08-21_04,9,4,-57000,0,0.999698903,0.3623,0.3623,41.5297,0.637398903,41.1674
2024-08-21_04,9,4,-38000,0,1.000657744,0.3178,0.3178,41.7228,0.682857744,41.405
2024-08-21_04,9,4,-19000,0,1.001546318,0.288,0.288,42.1798,0.713546318,41.8918
2024-08-21_04,9,4,0,0,1.0022,0.2749,0.2749,42.366,0.7273,42.0911
2024-08-21_04,9,4,19000,0,1.001732413,0.291,0.291,42.1111,0.710732413,41.8201
2024-08-21_04,9,4,38000,0,1.001467671,0.3232,0.3232,41.6104,0.678267671,41.2872
2024-08-21_04,9,4,57000,0,1.001307062,0.3698,0.3698,41.3355,0.631507062,40.9657
2024-08-21_04,9,4,76000,0,1.000885376,0.2071,0.2071,42.5394,0.793785376,42.3323
2024-08-21_04,9,4,95000,0,1.0004,0.3075,0.3075,50.2761,0.6929,49.9686
2024-08-21_04,9,4,-95000,19000,0.997519675,0.2948,0.2948,50.2384,0.702719675,49.9436
2024-08-21_04,9,4,-76000,19000,0.998183322,0.4212,0.4212,43.0084,0.576983322,42.5872
2024-08-21_04,9,4,-57000,19000,0.999105728,0.3619,0.3619,41.3032,0.637205728,40.9413
2024-08-21_04,9,4,-38000,19000,1.000012068,0.318,0.318,41.3705,0.682012068,41.0525
2024-08-21_04,9,4,-19000,19000,1.000901737,0.2902,0.2902,41.7157,0.710701737,41.4255
2024-08-21_04,9,4,0,19000,1.001456859,0.2808,0.2808,41.8711,0.720656859,41.5903
2024-08-21_04,9,4,19000,19000,1.001339984,0.2933,0.2933,41.6372,0.708039984,41.3439
2024-08-21_04,9,4,38000,19000,1.001275031,0.3236,0.3236,41.2154,0.677675031,40.8918
2024-08-21_04,9,4,57000,19000,1.001289639,0.3705,0.3705,41.0938,0.630789639,40.7233
2024-08-21_04,9,4,76000,19000,1.001129995,0.2078,0.2078,42.661,0.793329995,42.4532
2024-08-21_04,9,4,95000,19000,1.000856455,0.2985,0.2985,50.654,0.702356455,50.3555
2024-08-21_04,9,4,-76000,38000,0.997771879,0.2093,0.2093,44.5736,0.788471879,44.3643
2024-08-21_04,9,4,-57000,38000,0.998347445,0.3786,0.3786,41.43,0.619747445,41.0514
2024-08-21_04,9,4,-38000,38000,0.999238744,0.3357,0.3357,40.9514,0.663538744,40.6157
2024-08-21_04,9,4,-19000,38000,1.000004483,0.3096,0.3096,41.0503,0.690404483,40.7407
2024-08-21_04,9,4,0,38000,1.000456602,0.3005,0.3005,41.135,0.699956602,40.8345
2024-08-21_04,9,4,19000,38000,1.000775497,0.3127,0.3127,40.9815,0.688075497,40.6688
2024-08-21_04,9,4,38000,38000,1.001147982,0.3418,0.3418,40.7939,0.659347982,40.4521
2024-08-21_04,9,4,57000,38000,1.001513826,0.3868,0.3868,41.1962,0.614713826,40.8094
2024-08-21_04,9,4,76000,38000,1.001713425,0.2653,0.2653,44.164,0.736413425,43.8987
2024-08-21_04,9,4,-76000,57000,0.997,0.3018,0.3018,50.0349,0.6952,49.7331
2024-08-21_04,9,4,-57000,57000,0.99763198,0.4135,0.4135,42.912,0.58413198,42.4985
2024-08-21_04,9,4,-38000,57000,0.998547356,0.3685,0.3685,41.097,0.630047356,40.7285
2024-08-21_04,9,4,-19000,57000,0.999427044,0.343,0.343,40.687,0.656427044,40.344
2024-08-21_04,9,4,0,57000,0.99971765,0.3341,0.3341,40.6105,0.66561765,40.2764
2024-08-21_04,9,4,19000,57000,1.000271047,0.3459,0.3459,40.6105,0.654371047,40.2646
2024-08-21_04,9,4,38000,57000,1.001177463,0.3736,0.3736,40.9308,0.627577463,40.5572
2024-08-21_04,9,4,57000,57000,1.001819616,0.4189,0.4189,42.5937,0.582919616,42.1748
2024-08-21_04,9,4,76000,57000,1.0022,0.295,0.295,49.4998,0.7072,49.2048
2024-08-21_04,9,4,-57000,76000,0.997,0.2892,0.2892,49.5655,0.7078,49.2763
2024-08-21_04,9,4,-38000,76000,0.998144428,0.4191,0.4191,43.8413,0.579044428,43.4222
2024-08-21_04,9,4,-19000,76000,0.999257405,0.3916,0.3916,42.0114,0.607657405,41.6198
2024-08-21_04,9,4,0,76000,0.9993,0.3821,0.3821,41.5498,0.6172,41.1677
2024-08-21_04,9,4,19000,76000,0.999880922,0.3936,0.3936,41.9259,0.606280922,41.5323
2024-08-21_04,9,4,38000,76000,1.00127178,0.2025,0.2025,43.6128,0.79877178,43.4103
2024-08-21_04,9,4,57000,76000,1.0022,0.2864,0.2864,49.1923,0.7158,48.9059
2024-08-21_04,9,4,-19000,95000,0.999274745,0.2709,0.2709,48.4783,0.728374745,48.2074
2024-08-21_04,9,4,0,95000,0.9993,0.2714,0.2714,48.9446,0.7279,48.6732
2024-08-21_04,9,4,19000,95000,0.999761868,0.2662,0.2662,48.7225,0.733561868,48.4563
2024-08-21_05,9,5,-19000,-95000,1.00251916,0.314,0.314,52.031,0.68851916,51.717
2024-08-21_05,9,5,0,-95000,1.0034,0.336,0.336,51.884,0.6674,51.548
2024-08-21_05,9,5,19000,-95000,1.002537755,0.3271,0.3271,52.1037,0.675437755,51.7766
2024-08-21_05,9,5,-57000,-76000,1.0013,0.3469,0.3469,51.7851,0.6544,51.4382
2024-08-21_05,9,5,-38000,-76000,1.001384889,0.2925,0.2925,46.2376,0.708884889,45.9451
2024-08-21_05,9,5,-19000,-76000,1.001974802,0.2728,0.2728,44.4923,0.729174802,44.2195
2024-08-21_05,9,5,0,-76000,1.00246206,0.2653,0.2653,44.0633,0.73716206,43.798
2024-08-21_05,9,5,19000,-76000,1.00201179,0.2746,0.2746,44.402,0.72741179,44.1274
2024-08-21_05,9,5,38000,-76000,1.001575576,0.292,0.292,46.0126,0.709575576,45.7206
2024-08-21_05,9,5,57000,-76000,1.0015,0.329,0.329,51.4169,0.6725,51.0879
2024-08-21_05,9,5,-76000,-57000,1.0013,0.3318,0.3318,51.484,0.6695,51.1522
2024-08-21_05,9,5,-57000,-57000,1.0011784,0.2784,0.2784,44.6084,0.7227784,44.33
2024-08-21_05,9,5,-38000,-57000,1.001215837,0.422,0.422,42.8818,0.579215837,42.4598
2024-08-21_05,9,5,-19000,-57000,1.00144081,0.3967,0.3967,42.4868,0.60474081,42.0901
2024-08-21_05,9,5,0,-57000,1.001614429,0.3888,0.3888,42.4154,0.612814429,42.0266
2024-08-21_05,9,5,19000,-57000,1.001553786,0.3983,0.3983,42.4162,0.603253786,42.0179
2024-08-21_05,9,5,38000,-57000,1.001480732,0.2069,0.2069,42.7138,0.794580732,42.5069
2024-08-21_05,9,5,57000,-57000,1.001456707,0.2779,0.2779,44.316,0.723556707,44.0381
2024-08-21_05,9,5,76000,-57000,1.0015,0.3243,0.3243,51.0596,0.6772,50.7353
2024-08-21_05,9,5,-76000,-38000,1.000810102,0.285,0.285,45.5243,0.715810102,45.2393
2024-08-21_05,9,5,-57000,-38000,1.000840627,0.4154,0.4154,42.4708,0.585440627,42.0554
2024-08-21_05,9,5,-38000,-38000,1.000944679,0.3738,0.3738,42.0317,0.627144679,41.6579
2024-08-21_05,9,5,-19000,-38000,1.001158039,0.347,0.347,42.1483,0.654158039,41.8013
2024-08-21_05,9,5,0,-38000,1.001329282,0.3373,0.3373,42.2337,0.664029282,41.8964
2024-08-21_05,9,5,19000,-38000,1.001415501,0.3493,0.3493,42.0983,0.652115501,41.749
2024-08-21_05,9,5,38000,-38000,1.0015,0.3775,0.3775,41.8944,0.624,41.5169
2024-08-21_05,9,5,57000,-38000,1.00139058,0.4191,0.4191,42.2592,0.58229058,41.8401
2024-08-21_05,9,5,76000,-38000,1.001327321,0.2873,0.2873,45.1358,0.714027321,44.8485
2024-08-21_05,9,5,-95000,-19000,0.999202111,0.306,0.306,50.6611,0.693202111,50.3551
2024-08-21_05,9,5,-76000,-19000,0.999720617,0.21,0.21,43.3815,0.789720617,43.1715
2024-08-21_05,9,5,-57000,-19000,1.000238823,0.3837,0.3837,41.726,0.616538823,41.3423
2024-08-21_05,9,5,-38000,-19000,1.000644824,0.3391,0.3391,41.8173,0.661544824,41.4782
2024-08-21_05,9,5,-19000,-19000,1.001104041,0.311,0.311,42.1711,0.690104041,41.8601
2024-08-21_05,9,5,0,-19000,1.001404416,0.3002,0.3002,42.3205,0.701204416,42.0203
2024-08-21_05,9,5,19000,-19000,1.001355556,0.3137,0.3137,42.1133,0.687655556,41.7996
2024-08-21_05,9,5,38000,-19000,1.00134725,0.3435,0.3435,41.6862,0.65784725,41.3427
2024-08-21_05,9,5,57000,-19000,1.001231053,0.3899,0.3899,41.5395,0.611331053,41.1496
2024-08-21_05,9,5,76000,-19000,1.000960886,0.2626,0.2626,43.0741,0.738360886,42.8115
2024-08-21_05,9,5,95000,-19000,1.000663366,0.3096,0.3096,51.0116,0.691063366,50.702
2024-08-21_05,9,5,-95000,0,0.9985,0.3182,0.3182,50.628,0.6803,50.3098
2024-08-21_05,9,5,-76000,0,0.998989291,0.2069,0.2069,42.6595,0.792089291,42.4526
2024-08-21_05,9,5,-57000,0,0.999655835,0.3674,0.3674,41.3526,0.632255835,40.9852
2024-08-21_05,9,5,-38000,0,1.000308184,0.3232,0.3232,41.6,0.677108184,41.2768
2024-08-21_05,9,5,-19000,0,1.001150543,0.2935,0.2935,42.0246,0.707650543,41.7311
2024-08-21_05,9,5,0,0,1.0018,0.2803,0.2803,42.2104,0.7215,41.9301
2024-08-21_05,9,5,19000,0,1.001377069,0.2964,0.2964,41.9593,0.704977069,41.6629
2024-08-21_05,9,5,38000,0,1.001187704,0.3288,0.3288,41.4506,0.672387704,41.1218
2024-08-21_05,9,5,57000,0,1.001086163,0.3751,0.3751,41.1651,0.625986163,40.79
2024-08-21_05,9,5,76000,0,1.000693613,0.2089,0.2089,42.3585,0.791793613,42.1496
2024-08-21_05,9,5,95000,0,1.0002,0.3112,0.3112,50.0339,0.689,49.7227
2024-08-21_05,9,5,-95000,19000,0.998588264,0.2971,0.2971,49.925,0.701488264,49.6279
2024-08-21_05,9,5,-76000,19000,0.998626218,0.2061,0.2061,42.7872,0.792526218,42.5811
2024-08-21_05,9,5,-57000,19000,0.999008095,0.3674,0.3674,41.1113,0.631608095,40.7439
2024-08-21_05,9,5,-38000,19000,0.999723316,0.3236,0.3236,41.2059,0.676123316,40.8823
2024-08-21_05,9,5,-19000,19000,1.000565982,0.2958,0.2958,41.5472,0.704765982,41.2514
2024-08-21_05,9,5,0,19000,1.001117065,0.2868,0.2868,41.7126,0.714317065,41.4258
2024-08-21_05,9,5,19000,19000,1.001063518,0.299,0.299,41.4803,0.702063518,41.1813
2024-08-21_05,9,5,38000,19000,1.001100853,0.3292,0.3292,41.0633,0.671900853,40.7341
2024-08-21_05,9,5,57000,19000,1.00120432,0.376,0.376,40.9244,0.62520432,40.5484
2024-08-21_05,9,5,76000,19000,1.001060985,0.21,0.21,42.4769,0.791060985,42.2669
2024-08-21_05,9,5,95000,19000,1.00073639,0.3009,0.3009,50.3911,0.69983639,50.0902
2024-08-21_05,9,5,-76000,38000,0.997413645,0.2617,0.2617,44.3325,0.735713645,44.0708
2024-08-21_05,9,5,-57000,38000,0.99798093,0.384,0.384,41.2282,0.61398093,40.8442
2024-08-21_05,9,5,-38000,38000,0.998909331,0.3413,0.3413,40.7633,0.657609331,40.422
2024-08-21_05,9,5,-19000,38000,0.999725486,0.3155,0.3155,40.8805,0.684225486,40.565
2024-08-21_05,9,5,0,38000,1.000229052,0.3067,0.3067,40.9753,0.693529052,40.6686
2024-08-21_05,9,5,19000,38000,1.000623554,0.3186,0.3186,40.8131,0.682023554,40.4945
2024-08-21_05,9,5,38000,38000,1.001128182,0.3473,0.3473,40.6211,0.653828182,40.2738
2024-08-21_05,9,5,57000,38000,1.001656062,0.3922,0.3922,41.0107,0.609456062,40.6185
2024-08-21_05,9,5,76000,38000,1.001958947,0.2714,0.2714,43.959,0.730558947,43.6876
2024-08-21_05,9,5,-76000,57000,0.9963,0.3046,0.3046,49.7205,0.6917,49.4159
2024-08-21_05,9,5,-57000,57000,0.997069903,0.4188,0.4188,42.6839,0.578269903,42.2651
2024-08-21_05,9,5,-38000,57000,0.998137992,0.3739,0.3739,40.8957,0.624237992,40.5218
2024-08-21_05,9,5,-19000,57000,0.999192462,0.3489,0.3489,40.4922,0.650292462,40.1433
2024-08-21_05,9,5,0,57000,0.99957507,0.3403,0.3403,40.4234,0.65927507,40.0831
2024-08-21_05,9,5,19000,57000,1.000201567,0.3518,0.3518,40.4272,0.648401567,40.0754
2024-08-21_05,9,5,38000,57000,1.001309351,0.3794,0.3794,40.7406,0.621909351,40.3612
2024-08-21_05,9,5,57000,57000,1.002158994,0.2062,0.2062,42.388,0.795958994,42.1818
2024-08-21_05,9,5,76000,57000,1.0027,0.2981,0.2981,49.2288,0.7046,48.9307
2024-08-21_05,9,5,-57000,76000,0.9963,0.2929,0.2929,49.2528,0.7034,48.9599
2024-08-21_05,9,5,-38000,76000,0.997677204,0.2061,0.2061,43.6032,0.791577204,43.3971
2024-08-21_05,9,5,-19000,76000,0.999068958,0.3974,0.3974,41.7877,0.601668958,41.3903
2024-08-21_05,9,5,0,76000,0.9992,0.388,0.388,41.3222,0.6112,40.9342
2024-08-21_05,9,5,19000,76000,0.999823157,0.3994,0.3994,41.7046,0.600423157,41.3052
2024-08-21_05,9,5,38000,76000,1.001495341,0.208,0.208,43.3825,0.793495341,43.1745
2024-08-21_05,9,5,57000,76000,1.0027,0.2906,0.2906,48.7271,0.7121,48.4365
2024-08-21_05,9,5,-19000,95000,0.999104667,0.2756,0.2756,48.1706,0.723504667,47.895
2024-08-21_05,9,5,0,95000,0.9992,0.2775,0.2775,48.6705,0.7217,48.393
2024-08-21_05,9,5,19000,95000,0.999694947,0.2709,0.2709,48.5165,0.728794947,48.2456
2024-08-21_06,9,6,-19000,-95000,1.002547197,0.3173,0.3173,51.5066,0.685247197,51.1893
2024-08-21_06,9,6,0,-95000,1.0037,0.341,0.341,51.3628,0.6627,51.0218
2024-08-21_06,9,6,19000,-95000,1.002605906,0.3309,0.3309,51.6087,0.671705906,51.2778
2024-08-21_06,9,6,-57000,-76000,1.0007,0.3465,0.3465,51.2351,0.6542,50.8886
2024-08-21_06,9,6,-38000,-76000,1.000939855,0.2948,0.2948,45.7696,0.706139855,45.4748
2024-08-21_06,9,6,-19000,-76000,1.001835895,0.2775,0.2775,44.0534,0.724335895,43.7759
2024-08-21_06,9,6,0,-76000,1.002501834,0.27,0.27,43.6279,0.732501834,43.3579
2024-08-21_06,9,6,19000,-76000,1.001943113,0.2793,0.2793,43.9608,0.722643113,43.6815
2024-08-21_06,9,6,38000,-76000,1.001396699,0.2948,0.2948,45.5589,0.706596699,45.2641
2024-08-21_06,9,6,57000,-76000,1.0013,0.3346,0.3346,50.9311,0.6667,50.5965
2024-08-21_06,9,6,-76000,-57000,1.0007,0.3375,0.3375,50.9515,0.6632,50.614
2024-08-21_06,9,6,-57000,-57000,1.000640426,0.2812,0.2812,44.1578,0.719440426,43.8766
2024-08-21_06,9,6,-38000,-57000,1.000789853,0.2061,0.2061,42.4575,0.794689853,42.2514
2024-08-21_06,9,6,-19000,-57000,1.001175697,0.4025,0.4025,42.0787,0.598675697,41.6762
2024-08-21_06,9,6,0,-57000,1.001437786,0.3947,0.3947,42.0203,0.606737786,41.6256
2024-08-21_06,9,6,19000,-57000,1.001371569,0.4042,0.4042,42.019,0.597171569,41.6148
2024-08-21_06,9,6,38000,-57000,1.001279684,0.208,0.208,42.313,0.793279684,42.105
2024-08-21_06,9,6,57000,-57000,1.001249881,0.2817,0.2817,43.8957,0.719549881,43.614
2024-08-21_06,9,6,76000,-57000,1.0013,0.3295,0.3295,50.5316,0.6718,50.2021
2024-08-21_06,9,6,-76000,-38000,1.000283824,0.2887,0.2887,45.0511,0.711583824,44.7624
2024-08-21_06,9,6,-57000,-38000,1.000361677,0.421,0.421,42.0468,0.579361677,41.6258
2024-08-21_06,9,6,-38000,-38000,1.0005597,0.3798,0.3798,41.6253,0.6207597,41.2455
2024-08-21_06,9,6,-19000,-38000,1.000876959,0.3534,0.3534,41.7548,0.647476959,41.4014
2024-08-21_06,9,6,0,-38000,1.001108909,0.3442,0.3442,41.838,0.656908909,41.4938
2024-08-21_06,9,6,19000,-38000,1.001206122,0.3559,0.3559,41.7103,0.645306122,41.3544
2024-08-21_06,9,6,38000,-38000,1.0013,0.3835,0.3835,41.5228,0.6178,41.1393
2024-08-21_06,9,6,57000,-38000,1.00117301,0.2052,0.2052,41.8679,0.79597301,41.6627
2024-08-21_06,9,6,76000,-38000,1.001107989,0.2903,0.2903,44.7026,0.710807989,44.4123
2024-08-21_06,9,6,-95000,-19000,0.998764944,0.3079,0.3079,50.0929,0.690864944,49.785
2024-08-21_06,9,6,-76000,-19000,0.999269195,0.2088,0.2088,42.9363,0.790469195,42.7275
2024-08-21_06,9,6,-57000,-19000,0.999809598,0.3898,0.3898,41.3086,0.610009598,40.9188
2024-08-21_06,9,6,-38000,-19000,1.000295831,0.346,0.346,41.4153,0.654295831,41.0693
2024-08-21_06,9,6,-19000,-19000,1.000876968,0.318,0.318,41.7777,0.682876968,41.4597
2024-08-21_06,9,6,0,-19000,1.00125815,0.3075,0.3075,41.9284,0.69375815,41.6209
2024-08-21_06,9,6,19000,-19000,1.00115856,0.3208,0.3208,41.7381,0.68035856,41.4173
2024-08-21_06,9,6,38000,-19000,1.00111947,0.3506,0.3506,41.3171,0.65051947,40.9665
2024-08-21_06,9,6,57000,-19000,1.000985866,0.3961,0.3961,41.1596,0.604885866,40.7635
2024-08-21_06,9,6,76000,-19000,1.000732419,0.269,0.269,42.6675,0.731732419,42.3985
2024-08-21_06,9,6,95000,-19000,1.000473518,0.3121,0.3121,50.5141,0.688373518,50.202
2024-08-21_06,9,6,-95000,0,0.9981,0.3234,0.3234,50.0814,0.6747,49.758
2024-08-21_06,9,6,-76000,0,0.998553007,0.208,0.208,42.2165,0.790553007,42.0085
2024-08-21_06,9,6,-57000,0,0.999224413,0.3738,0.3738,40.9471,0.625424413,40.5733
2024-08-21_06,9,6,-38000,0,0.999961304,0.3302,0.3302,41.1806,0.669761304,40.8504
2024-08-21_06,9,6,-19000,0,1.000978485,0.3008,0.3008,41.6284,0.700178485,41.3276
2024-08-21_06,9,6,0,0,1.0018,0.2876,0.2876,41.8218,0.7142,41.5342
2024-08-21_06,9,6,19000,0,1.001214085,0.3039,0.3039,41.5759,0.697314085,41.272
2024-08-21_06,9,6,38000,0,1.000907551,0.336,0.336,41.0896,0.664907551,40.7536
2024-08-21_06,9,6,57000,0,1.0007794,0.382,0.382,40.7972,0.6187794,40.4152
2024-08-21_06,9,6,76000,0,1.000464786,0.21,0.21,41.9652,0.790464786,41.7552
2024-08-21_06,9,6,95000,0,1.0001,0.315,0.315,49.5445,0.6851,49.2295
2024-08-21_06,9,6,-95000,19000,0.998122753,0.3,0.3,49.3837,0.698122753,49.0837
2024-08-21_06,9,6,-76000,19000,0.998123975,0.2081,0.2081,42.3446,0.790023975,42.1365
2024-08-21_06,9,6,-57000,19000,0.998516175,0.3737,0.3737,40.7051,0.624816175,40.3314
2024-08-21_06,9,6,-38000,19000,0.999314283,0.3307,0.3307,40.8152,0.668614283,40.4845
2024-08-21_06,9,6,-19000,19000,1.000286992,0.3033,0.3033,41.1601,0.696986992,40.8568
2024-08-21_06,9,6,0,19000,1.000929295,0.2942,0.2942,41.3275,0.706729295,41.0333
2024-08-21_06,9,6,19000,19000,1.000790624,0.3066,0.3066,41.0969,0.694190624,40.7903
2024-08-21_06,9,6,38000,19000,1.000716504,0.3369,0.3369,40.6928,0.663816504,40.3559
2024-08-21_06,9,6,57000,19000,1.000760438,0.3828,0.3828,40.5506,0.617960438,40.1678
2024-08-21_06,9,6,76000,19000,1.000662357,0.21,0.21,42.0745,0.790662357,41.8645
2024-08-21_06,9,6,95000,19000,1.000450359,0.3039,0.3039,49.8971,0.696550359,49.5932
2024-08-21_06,9,6,-76000,38000,0.99674345,0.2676,0.2676,43.868,0.72914345,43.6004
2024-08-21_06,9,6,-57000,38000,0.997370366,0.3903,0.3903,40.8126,0.607070366,40.4223
2024-08-21_06,9,6,-38000,38000,0.998404979,0.3485,0.3485,40.3669,0.649904979,40.0184
2024-08-21_06,9,6,-19000,38000,0.99931914,0.323,0.323,40.4936,0.67631914,40.1706
2024-08-21_06,9,6,0,38000,0.999860432,0.3142,0.3142,40.5942,0.685660432,40.28
2024-08-21_06,9,6,19000,38000,1.000207922,0.3263,0.3263,40.4381,0.673907922,40.1118
2024-08-21_06,9,6,38000,38000,1.000596203,0.3547,0.3547,40.2439,0.645896203,39.8892
2024-08-21_06,9,6,57000,38000,1.000985946,0.3988,0.3988,40.6318,0.602185946,40.233
2024-08-21_06,9,6,76000,38000,1.001205716,0.276,0.276,43.5319,0.725205716,43.2559
2024-08-21_06,9,6,-76000,57000,0.9955,0.3079,0.3079,49.1727,0.6876,48.8648
2024-08-21_06,9,6,-57000,57000,0.996356542,0.2057,0.2057,42.2424,0.790656542,42.0367
2024-08-21_06,9,6,-38000,57000,0.997552853,0.3805,0.3805,40.4869,0.617052853,40.1064
2024-08-21_06,9,6,-19000,57000,0.998754844,0.3557,0.3557,40.104,0.643054844,39.7483
2024-08-21_06,9,6,0,57000,0.999193058,0.3476,0.3476,40.0402,0.651593058,39.6926
2024-08-21_06,9,6,19000,57000,0.99974161,0.359,0.359,40.048,0.64074161,39.689
2024-08-21_06,9,6,38000,57000,1.000645086,0.386,0.386,40.3565,0.614645086,39.9705
2024-08-21_06,9,6,57000,57000,1.001304272,0.2089,0.2089,41.9768,0.792404272,41.7679
2024-08-21_06,9,6,76000,57000,1.0017,0.3,0.3,48.7231,0.7017,48.4231
2024-08-21_06,9,6,-57000,76000,0.9955,0.2955,0.2955,48.7436,0.7,48.4481
2024-08-21_06,9,6,-38000,76000,0.997046514,0.2085,0.2085,43.1496,0.788546514,42.9411
2024-08-21_06,9,6,-19000,76000,0.998664552,0.4038,0.4038,41.3745,0.594864552,40.9707
2024-08-21_06,9,6,0,76000,0.9989,0.3946,0.3946,40.9228,0.6043,40.5282
2024-08-21_06,9,6,19000,76000,0.999398892,0.4057,0.4057,41.2982,0.593698892,40.8925
2024-08-21_06,9,6,38000,76000,1.000754695,0.21,0.21,42.9587,0.790754695,42.7487
2024-08-21_06,9,6,57000,76000,1.0017,0.2925,0.2925,48.224,0.7092,47.9315
2024-08-21_06,9,6,-19000,95000,0.998711163,0.2793,0.2793,47.6975,0.719411163,47.4182
2024-08-21_06,9,6,0,95000,0.9989,0.2812,0.2812,48.0529,0.7177,47.7717
2024-08-21_06,9,6,19000,95000,0.999285541,0.2775,0.2775,47.9606,0.721785541,47.6831
2024-08-21_07,9,7,-19000,-95000,1.00348993,0.3201,0.3201,51.6412,0.68338993,51.3211
2024-08-21_07,9,7,0,-95000,1.0056,0.3402,0.3402,51.6597,0.6654,51.3195
2024-08-21_07,9,7,19000,-95000,1.003611751,0.3365,0.3365,51.5554,0.667111751,51.2189
2024-08-21_07,9,7,-57000,-76000,0.9996,0.345,0.345,51.4407,0.6546,51.0957
2024-08-21_07,9,7,-38000,-76000,1.000308977,0.2943,0.2943,45.9773,0.706008977,45.683
2024-08-21_07,9,7,-19000,-76000,1.002180922,0.2765,0.2765,44.275,0.725680922,43.9985
2024-08-21_07,9,7,0,-76000,1.003430255,0.2709,0.2709,43.8521,0.732530255,43.5812
2024-08-21_07,9,7,19000,-76000,1.002388867,0.2793,0.2793,44.1538,0.723088867,43.8745
2024-08-21_07,9,7,38000,-76000,1.001293496,0.2953,0.2953,45.6586,0.705993496,45.3633
2024-08-21_07,9,7,57000,-76000,1.001,0.3337,0.3337,51.0609,0.6673,50.7272
