variant,step,physical_time_s,rms_relative_current_imbalance_face,max_relative_current_imbalance_face,active_face_count,rms_relative_current_imbalance_node,max_relative_current_imbalance_node,active_node_count,minimum_potential_v,maximum_potential_v,mean_potential_v,total_stored_charge_c
coarse,38,4.749999999999999e-06,0.5172716650415673,1.0,176,0.30524108942567646,0.8728900668281513,135,-13.105113714771615,44.06852194684905,13.045475339473214,-8.259240882261616e-17
coarse,39,4.875e-06,0.516836603146125,1.0,176,0.30480216062135496,0.8727829202574297,135,-13.100180435810673,44.06695987911407,13.049977390039876,-8.256970491462518e-17
coarse,40,4.9999999999999996e-06,0.5176214994679359,1.0,176,0.3052384721170575,0.8727470687016308,135,-13.095200355798308,44.06574012921446,13.054725224395595,-8.254715089394181e-17
coarse,41,5.125e-06,0.5169780274933709,1.0,176,0.3042670178195357,0.8727371547690219,135,-13.09064471036434,44.06386983221311,13.059060375429908,-8.252856662228914e-17
coarse,42,5.25e-06,0.5174950561444427,1.0,176,0.30818254965299524,0.8726826814177707,135,-13.086817747581518,44.06130594307516,13.062880813159346,-8.251574500567039e-17
coarse,43,5.374999999999999e-06,0.5174894019309934,1.0,176,0.30792435191883927,0.8725817509025531,135,-13.083061290156396,44.05901826607353,13.066829219221407,-8.250199384541659e-17
coarse,44,5.5e-06,0.5176966709817529,1.0,176,0.3079459239811082,0.8723811071213293,135,-13.079976240013504,44.05614345751838,13.070246001552551,-8.249295328715642e-17
coarse,45,5.6249999999999995e-06,0.5163493958381731,1.0,176,0.30580846309443516,0.8720305691966584,135,-13.087540445744017,44.03979624382392,13.062859578319573,-8.25589634471426e-17
coarse,46,5.75e-06,0.5186406265627892,1.0,176,0.3067272240744473,0.8716467306117103,135,-13.102178180939138,44.017319939103885,13.050827035914466,-8.26498779691761e-17
coarse,47,5.875e-06,0.5187217025808737,1.0,176,0.3071936007998079,0.8713580939497163,135,-13.117686364975283,44.001106828596434,13.044193485102971,-8.269204057145164e-17
coarse,48,6e-06,0.5135858683142291,1.0,176,0.3075236986858917,0.8712783039193027,135,-13.129031660850075,43.99012609121861,13.041538337650845,-8.270050882309136e-17
coarse,49,6.125e-06,0.5137482472781733,1.0,176,0.3074567776647478,0.8711665822099178,135,-13.138777592791204,43.9815397491173,13.040610457696312,-8.2694270393416e-17
coarse,50,6.2499999999999995e-06,0.5086755543808191,1.0,176,0.3088108571268379,0.8710431831929112,135,-13.151875752384367,43.96803750168656,13.03581318664619,-8.271463678717371e-17
coarse,51,6.375e-06,0.5094098881633824,1.0,176,0.3098143436603175,0.8711038308246449,135,-13.156127896855075,43.96594760476006,13.04051895943453,-8.266724237238765e-17
coarse,52,6.5e-06,0.5092181800515965,1.0,176,0.3095534908507931,0.8712471489504354,135,-13.159608635464714,43.96551288204026,13.0467280185067,-8.261487641664224e-17
coarse,53,6.625e-06,0.5087278664775043,1.0,176,0.30910911152883125,0.8714588188394287,135,-13.164840607528095,43.96345136568377,13.051596979492231,-8.257728987668204e-17
coarse,54,6.75e-06,0.509629039329434,1.0,176,0.31041022703854737,0.871483963646657,135,-13.170159899196069,43.96209993386581,13.056858475789763,-8.254102699114498e-17
coarse,55,6.874999999999999e-06,0.509855779898406,1.0,176,0.3109856829504167,0.871316093234953,135,-13.182380463663733,43.9515303273625,13.054989171329412,-8.255925462026986e-17
coarse,56,7e-06,0.510925309754997,1.0,176,0.31067027976722866,0.8712223389448162,135,-13.194582274035735,43.940311382445216,13.052688670108154,-8.257740556701425e-17
coarse,57,7.1249999999999995e-06,0.5090896916188342,1.0,176,0.3083803186588728,0.8710779422369009,135,-13.204374265607456,43.93194304726216,13.052685596311305,-8.257695279117542e-17
coarse,58,7.25e-06,0.5088388910235058,1.0,176,0.3082721630190837,0.8709702466657869,135,-13.21478868890313,43.923068504386386,13.052282305035252,-8.258020094601464e-17
coarse,59,7.375e-06,0.5090637558788842,1.0,176,0.3087529839650869,0.8708724089000188,135,-13.22556257882885,43.91345918670032,13.051350319699743,-8.25864485069668e-17
coarse,60,7.499999999999999e-06,0.5092439548252296,1.0,176,0.30822375904378363,0.8707030373839374,135,-13.239814854193273,43.89753854250836,13.046311494146295,-8.262085677242091e-17
coarse,61,7.625e-06,0.5069079804175579,1.0,176,0.3070229489914203,0.8704810718986538,135,-13.248624562168944,43.889499119394834,13.046966081319503,-8.261201949643419e-17
coarse,62,7.75e-06,0.5125001093864492,1.0,176,0.3074231724015374,0.8703037362006926,135,-13.260323273535851,43.87725824841817,13.044491355940712,-8.262682746859027e-17
coarse,63,7.875e-06,0.5126106571759225,1.0,176,0.3073196721719073,0.8702233805394463,135,-13.266034183249483,43.87351922898426,13.048785652198369,-8.259488675665939e-17
coarse,64,8e-06,0.5123567277696404,1.0,176,0.30724571533544065,0.8701728485286682,135,-13.276029427833087,43.86457588183515,13.048863757895901,-8.259652796457701e-17
coarse,65,8.125e-06,0.5063349527254329,1.0,176,0.3076087275504683,0.870118751916327,135,-13.281939618453295,43.86128098230333,13.053427599077777,-8.256682442843984e-17
coarse,66,8.249999999999999e-06,0.5064954795628464,1.0,176,0.3076478813659105,0.8699806779645916,135,-13.293605339447256,43.85038830156081,13.051874577253605,-8.258202564796518e-17
coarse,67,8.375e-06,0.49982092901615943,1.0,176,0.3065354860071738,0.8699244130251791,135,-13.305476803182371,43.83856491303537,13.049733822333213,-8.259917662762003e-17
coarse,68,8.5e-06,0.49364401210261916,1.0,176,0.3055337061164537,0.8698381146062384,135,-13.31277931345318,43.83328187122179,13.052558361911588,-8.257957753275869e-17
coarse,69,8.625e-06,0.4936117420221313,1.0,176,0.3041639773025259,0.8697511171032924,135,-13.318872229090722,43.83039199729932,13.056983829357616,-8.255086723799597e-17
coarse,70,8.75e-06,0.49344113586101007,1.0,176,0.30413789051973644,0.8696681754104894,135,-13.32686579846311,43.82584567270763,13.059837357204477,-8.253671890594464e-17
coarse,71,8.874999999999999e-06,0.4952220597291386,1.0,176,0.3048486576847773,0.869411013230026,135,-13.341952799009123,43.81067810049137,13.054821782919722,-8.257882901761335e-17
coarse,72,9e-06,0.49524080374675106,1.0,176,0.30470956332953536,0.869344682772423,135,-13.353984822447005,43.79878661142001,13.052778509690924,-8.259766173840362e-17
coarse,73,9.125e-06,0.4956286116704545,1.0,176,0.30519536613225773,0.8693931822254433,135,-13.36422120935486,43.78901465913465,13.052489522781029,-8.260267641961588e-17
coarse,74,9.25e-06,0.49438506196159243,1.0,176,0.3036362245835395,0.8693649936382168,135,-13.367362931964879,43.78775154864721,13.059138891277218,-8.255598706478885e-17
coarse,75,9.375e-06,0.49434635548057143,1.0,176,0.3035034585681305,0.8694141102224905,135,-13.37090950768409,43.785753655530456,13.065062516865671,-8.252034306347793e-17
coarse,76,9.499999999999999e-06,0.4944096213422654,1.0,176,0.3033110256261442,0.8693645630236275,135,-13.375051018841809,43.783112449369895,13.070607804537756,-8.249068766904854e-17
coarse,77,9.625e-06,0.4943495162484992,1.0,176,0.3032876320235688,0.869146002934386,135,-13.383228768751335,43.775234232366124,13.071992863095433,-8.249306217823937e-17
coarse,78,9.75e-06,0.4942801754218975,1.0,176,0.30283379365723817,0.8691071752453002,135,-13.388040868218454,43.77241049330143,13.077184982381908,-8.246847824841438e-17
coarse,79,9.875e-06,0.49380133884331046,1.0,176,0.3021657410504152,0.8691287261596748,135,-13.391326824509798,43.773177715778644,13.084733660767736,-8.243094455233008e-17
coarse,80,9.999999999999999e-06,0.49375773582469284,1.0,176,0.30207753233051277,0.868875735630607,135,-13.401751453941424,43.764391544647445,13.084720476405678,-8.245006879706904e-17
refined,0,0.0,0.5355383167905315,1.0,176,0.31995069381135427,0.8740338531843946,135,-13.214625891573261,44.21017943678636,12.996754811885646,-8.306872482463447e-17
refined,1,6.25e-08,0.5358308983651482,1.0,176,0.32059327608595,0.8739314020788281,135,-13.214943895678953,44.20527054248706,12.995901492413418,-8.30788331853941e-17
refined,2,1.25e-07,0.5342739158742725,1.0,176,0.31928119611904626,0.8738787591781711,135,-13.214026907753142,44.201833631138875,12.99625161786496,-8.307984032468e-17
refined,3,1.875e-07,0.5313673545688237,1.0,176,0.3157444887661489,0.8737959430448871,135,-13.21365126468496,44.19757684910136,12.995999806233291,-8.308473799564675e-17
refined,4,2.5e-07,0.5314487511072716,1.0,176,0.3160302407368115,0.8736797078500478,135,-13.215146732250716,44.190690598725205,12.993749337740578,-8.310327043665449e-17
refined,5,3.1249999999999997e-07,0.5316454781388518,1.0,176,0.31503466894155796,0.8736038013152341,135,-13.214709303004676,44.18613676714427,12.993416669915218,-8.310735678822561e-17
refined,6,3.75e-07,0.5315943067407931,1.0,176,0.3150710565310317,0.8735093693033823,135,-13.217145662683151,44.17757385827815,12.989989346168418,-8.313228910517357e-17
refined,7,4.375e-07,0.531449561003567,1.0,176,0.314930456892986,0.8734273977570954,135,-13.217497145403724,44.1715985108636,12.98857936593353,-8.314137533159428e-17
refined,8,5e-07,0.5304192709175527,1.0,176,0.3143519427902802,0.8733306383985094,135,-13.217937447210147,44.165364548550656,12.986985923948849,-8.31506529433488e-17
refined,9,5.625e-07,0.5311848238866248,1.0,176,0.314618000080401,0.873240944924992,135,-13.215573435437568,44.16303131854425,12.988241947738922,-8.313866854406702e-17
refined,10,6.249999999999999e-07,0.5302653356177723,1.0,176,0.31412585407514476,0.873222939697666,135,-13.215656846638845,44.1572652656401,12.986994683463127,-8.314471564369622e-17
refined,11,6.875e-07,0.5286241904278016,1.0,176,0.3132321791432241,0.8732317408665529,135,-13.212874484041736,44.15546345659403,12.98868717585774,-8.312942149655707e-17
refined,12,7.5e-07,0.5284691583928729,1.0,176,0.31327800970893205,0.8731519368827673,135,-13.213227890440955,44.14958830455496,12.987176886980183,-8.313685894526764e-17
refined,13,8.125e-07,0.5303899168109535,1.0,176,0.3161529148353402,0.8731514860942989,135,-13.211241541519291,44.14678072293103,12.988092487384508,-8.312686519120119e-17
refined,14,8.75e-07,0.5303745788988762,1.0,176,0.31591544590305654,0.873161129319381,135,-13.208646115859835,44.14519239759153,12.989646080304649,-8.31121190510587e-17
refined,15,9.374999999999999e-07,0.5304825324609853,1.0,176,0.31543143247540406,0.8731771240887365,135,-13.20793357046819,44.141488433878,12.989398483215641,-8.3110323910995e-17
refined,16,1e-06,0.5289851263899151,1.0,176,0.3167318190264405,0.8731961560873203,135,-13.20558502788937,44.14035402743181,12.990837488410522,-8.309636462351031e-17
refined,17,1.0625e-06,0.5232697610437673,1.0,176,0.3157233567924259,0.8732125716241671,135,-13.204678895770225,44.13730273678781,12.990775511393487,-8.309208027544674e-17
refined,18,1.125e-06,0.5267739493239206,1.0,176,0.3199849785026228,0.873239659915345,135,-13.203130987625165,44.13512055439819,12.991377626070635,-8.308326010339344e-17
refined,19,1.1874999999999999e-06,0.5267954044928468,1.0,176,0.32003498844066275,0.8732975207486552,135,-13.201659672641865,44.13285790788023,12.991881497488356,-8.307455368451925e-17
refined,20,1.2499999999999999e-06,0.5267894624922346,1.0,176,0.31943018151866986,0.8732431167162771,135,-13.202715373124331,44.12717071748789,12.9897071963487,-8.308418429641335e-17
refined,21,1.3125e-06,0.5258842404696827,1.0,176,0.3197123004383222,0.8732333919489789,135,-13.201152634254385,44.12495996305191,12.990184646108915,-8.307434795763081e-17
refined,22,1.375e-06,0.5279189772910279,1.0,176,0.32054855527140697,0.8732627784084421,135,-13.198484191817201,44.124514036112004,12.991913587749345,-8.30559340916231e-17
refined,23,1.4375e-06,0.5266256381838036,1.0,176,0.3197345168975787,0.8731976200585314,135,-13.198374019112366,44.12041275952071,12.990967936027822,-8.305677668363886e-17
refined,24,1.5e-06,0.5268200591737713,1.0,176,0.3184745701124717,0.873196668627154,135,-13.199714613262337,44.11487152690065,12.988627905365433,-8.306694818393338e-17
refined,25,1.5624999999999999e-06,0.5265657431454559,1.0,176,0.3184033726119286,0.8731565300062469,135,-13.198824431995218,44.11148713899645,12.987862602577021,-8.306406946095604e-17
refined,26,1.625e-06,0.5271171347989164,1.0,176,0.3184982721657096,0.8731472132117646,135,-13.19715648671426,44.10906311825882,12.987881950901171,-8.305571748926648e-17
refined,27,1.6875e-06,0.5267678559658914,1.0,176,0.3185703386736147,0.8730270746668616,135,-13.198252048001285,44.10295440897791,12.984954781093998,-8.306747168727556e-17
refined,28,1.75e-06,0.5238600720945377,1.0,176,0.31496756702186324,0.8730627862436994,135,-13.197551423211458,44.0988928008847,12.983683332083736,-8.306601453762938e-17
refined,29,1.8125e-06,0.5289643899499482,1.0,176,0.314258485214402,0.8730278903947449,135,-13.19656388929502,44.09497239388368,12.982660971877399,-8.3063382487913e-17
refined,30,1.8749999999999998e-06,0.5258044243341251,1.0,176,0.31229180650389804,0.8731273151578711,135,-13.196114292841045,44.09051541696956,12.981156623322114,-8.306331038818929e-17
refined,31,1.9375e-06,0.5256257536206483,1.0,176,0.31304352517610023,0.8731235107599963,135,-13.195090198507094,44.08656614110112,12.980182712058816,-8.30597372673599e-17
refined,32,2e-06,0.5257644968600764,1.0,176,0.3133484532877356,0.8731709119560964,135,-13.18942546819826,44.08905602606891,12.984114410555897,-8.302210371086676e-17
refined,33,2.0624999999999997e-06,0.5241973387586427,1.0,176,0.31161972936907006,0.873201779261892,135,-13.18617108171269,44.088632908058734,12.985677121743413,-8.300231286696384e-17
refined,34,2.125e-06,0.5239421708483919,1.0,176,0.3112858809784599,0.8732284293435104,135,-13.182337405349038,44.08919309813413,12.98793147726381,-8.297914492255849e-17
refined,35,2.1875e-06,0.5245779534510764,1.0,176,0.310929233080601,0.8732000995635849,135,-13.1803540657444,44.088102847070886,12.988838351877087,-8.296666729472075e-17
refined,36,2.25e-06,0.5249049506043415,1.0,176,0.31151162532244336,0.8732306377798842,135,-13.178804227917587,44.086061743629465,12.989261045015501,-8.295833205366599e-17
refined,37,2.3125e-06,0.5247353283279944,1.0,176,0.3106166603482149,0.8732636572588159,135,-13.177338785430258,44.08381755161326,12.989581142525148,-8.295074267347023e-17
refined,38,2.3749999999999997e-06,0.5245385188344966,1.0,176,0.30974511857474823,0.8732025041750213,135,-13.175849387729277,44.0817872615578,12.98990559439363,-8.294314707564545e-17
refined,39,2.4375e-06,0.5242085960785695,1.0,176,0.3094103076193108,0.8732527232923539,135,-13.17188456450301,44.083396155656146,12.99276840515737,-8.291774854898208e-17
refined,40,2.4999999999999998e-06,0.5239739122332929,1.0,176,0.3091908870838583,0.873225474447231,135,-13.16916306522493,44.083353855034716,12.99439878886711,-8.290209222845482e-17
refined,41,2.5625e-06,0.5237340770121259,1.0,176,0.3090219975291119,0.8732071530848016,135,-13.1666459564066,44.0830989275302,12.995867561463568,-8.288809056661283e-17
refined,42,2.625e-06,0.5241550699442463,1.0,176,0.3100929890143579,0.8732493701314418,135,-13.162864197929869,44.08478737664836,12.99873629495115,-8.28648313312958e-17
refined,43,2.6874999999999997e-06,0.5237467400961875,1.0,176,0.30944389918153836,0.8732814421325401,135,-13.158826258838328,44.08673047130137,13.001846922905084,-8.284030267255371e-17
refined,44,2.75e-06,0.5236517963435804,1.0,176,0.30916990054780996,0.8733951277393801,135,-13.155721965981849,44.08748756955927,13.00405774914046,-8.282315293449392e-17
refined,45,2.8124999999999998e-06,0.5235428927086668,1.0,176,0.3092051348000536,0.8733776403992386,135,-13.1536357055015,44.0869217102478,13.005281215532053,-8.281367049009714e-17
refined,46,2.875e-06,0.5235935549780192,1.0,176,0.30935530788291854,0.873472540461315,135,-13.150077549033538,44.08843849999674,13.008098555949312,-8.27935526964388e-17
refined,47,2.9375e-06,0.5245194862070406,1.0,176,0.30912309707746516,0.8734054435159276,135,-13.148544664696999,44.08730160406821,13.008842149779099,-8.278839340079002e-17
refined,48,3e-06,0.5242558613642527,1.0,176,0.30895980265092887,0.873307074756614,135,-13.147163354779869,44.085841433783784,13.009363028390624,-8.278454781251922e-17
refined,49,3.0625e-06,0.5240131808375892,1.0,176,0.3083219855669735,0.8732969009935116,135,-13.14460608351813,44.085860673091176,13.011101788337417,-8.277229432408311e-17
refined,50,3.1249999999999997e-06,0.5220095283852954,1.0,176,0.3061420604270925,0.8732530738548259,135,-13.145596530915503,44.081068149682885,13.009129246961939,-8.278614075558313e-17
refined,51,3.1875e-06,0.5214290673874604,1.0,176,0.30479582879729306,0.8732332570862946,135,-13.143660411406879,44.07992118315206,13.010102041694417,-8.27790441847842e-17
refined,52,3.25e-06,0.5208527899037781,1.0,176,0.3042065244209062,0.8732235382049865,135,-13.14226205560661,44.079595594556345,13.011617874594146,-8.276967443437158e-17
refined,53,3.3125e-06,0.5204937505716305,1.0,176,0.30389956160409987,0.8732693223989885,135,-13.139499600337707,44.08176542009527,13.014614381312105,-8.274987659659007e-17
refined,54,3.375e-06,0.5214629612899649,1.0,176,0.3043359066673202,0.8732824133912702,135,-13.137233629568687,44.083288965940035,13.017135076703049,-8.273412509606949e-17
refined,55,3.4374999999999997e-06,0.522555227417687,1.0,176,0.30559882843644376,0.8730517746037225,135,-13.13818133484039,44.08035502574449,13.016276174072983,-8.274214153760587e-17
refined,56,3.5e-06,0.5226287254457992,1.0,176,0.3057702186145311,0.8729129228337699,135,-13.138459642947138,44.07807001364253,13.015950679926883,-8.274531842450331e-17
refined,57,3.5624999999999998e-06,0.5228002990938027,1.0,176,0.30596784704753677,0.8728137951080128,135,-13.142320128717031,44.07102836095317,13.011836922175148,-8.277372510879736e-17
refined,58,3.625e-06,0.5217731163536792,1.0,176,0.3071246933348823,0.8726616598689438,135,-13.14375851286253,44.06681298188407,13.010094815155108,-8.278426655493197e-17
refined,59,3.6875e-06,0.5243296530958537,1.0,176,0.3102186950543689,0.8726642280912806,135,-13.140642435810461,44.06780162792135,13.01267652437672,-8.276330884238912e-17
refined,60,3.7499999999999997e-06,0.5254668435087223,1.0,176,0.31120622437555057,0.8727185536608095,135,-13.136427185186072,44.0703227276199,13.016443572261517,-8.273444286397261e-17
refined,61,3.8125e-06,0.5251302321019791,1.0,176,0.3105617769720162,0.8728393402163557,135,-13.129463858965595,44.076374981203585,13.023025665360672,-8.268713987962928e-17
refined,62,3.875e-06,0.5248186939737569,1.0,176,0.3103595921241774,0.8728102110481348,135,-13.126935440072687,44.07688820755085,13.025151702840233,-8.267293098218025e-17
refined,63,3.9375e-06,0.5247945530126041,1.0,176,0.31058308020002184,0.8728581804428763,135,-13.122771355920376,44.079724431624676,13.029056447977668,-8.264706801453812e-17
refined,64,4e-06,0.5242549292304819,1.0,176,0.3108101085570162,0.8728942937848223,135,-13.119551598477397,44.08143693796064,13.032092364977476,-8.262843286193701e-17
refined,65,4.0625e-06,0.5243228994130298,1.0,176,0.31066354272658625,0.8729056487552073,135,-13.116387792404048,44.083455641366314,13.035356399888686,-8.260946871541431e-17
refined,66,4.1249999999999995e-06,0.524235619795006,1.0,176,0.3105503179569014,0.8729739085128381,135,-13.115221178855764,44.082860779379104,13.03657284882766,-8.260522723817804e-17
refined,67,4.1875e-06,0.5242307993692453,1.0,176,0.31049792972106516,0.873005118378058,135,-13.112799524795099,44.0838952072063,13.039097391284397,-8.25920289839836e-17
refined,68,4.25e-06,0.5241778366169995,1.0,176,0.31034108352251716,0.873022298556279,135,-13.108327174998983,44.087339431142475,13.043647298318904,-8.256516332038989e-17
refined,69,4.3125e-06,0.5204056385605115,1.0,176,0.31002652688322285,0.8730566188655554,135,-13.105184571995718,44.08911726743056,13.046918495081957,-8.254850469708217e-17
refined,70,4.375e-06,0.5191936253070836,1.0,176,0.3087075750516592,0.8731315570206066,135,-13.102950270518221,44.089941931818984,13.049295803927713,-8.253835809895034e-17
refined,71,4.4374999999999994e-06,0.519086940052909,1.0,176,0.30851780015963604,0.8729825212426539,135,-13.103510249537793,44.0873958861658,13.049017209851154,-8.254783834202021e-17
refined,72,4.5e-06,0.519038431992667,1.0,176,0.3085004724966259,0.8729014070483553,135,-13.10419690046902,44.0846243513451,13.048536738970803,-8.255777143818553e-17
refined,73,4.5625e-06,0.5174618617829634,1.0,176,0.30736156209163584,0.8729078691079156,135,-13.106975195379599,44.078670510698416,13.045701541767583,-8.25829175046281e-17
refined,74,4.625e-06,0.5172580627022578,1.0,176,0.30713245197242794,0.872818009238903,135,-13.1076366089235,44.07515255909752,13.044908928370656,-8.259270776055301e-17
refined,75,4.6875e-06,0.5173420561700163,1.0,176,0.30714767439441437,0.8728508161010547,135,-13.107419067011591,44.07264850117648,13.04496487104092,-8.259597420671824e-17
refined,76,4.749999999999999e-06,0.5172314101079155,1.0,176,0.3050270730495343,0.8728467230757466,135,-13.104931021051627,44.07307781756242,13.047376762317965,-8.258285086479951e-17
refined,77,4.8125e-06,0.5171800622271244,1.0,176,0.30512857594889914,0.8728047266922055,135,-13.106130735667719,44.067775433718154,13.04596177752166,-8.259746972710089e-17
refined,78,4.875e-06,0.5168864334051889,1.0,176,0.3048274462054762,0.8727517976098216,135,-13.10364152295833,44.06695890867643,13.048212012405356,-8.258576868711927e-17
refined,79,4.9375e-06,0.5170973949608854,1.0,176,0.30470802602048913,0.8727341246454521,135,-13.10013490374931,44.06750667252765,13.051572320512587,-8.256690797944717e-17
