voltage_v,kinetic_flux,kinetic_stderr,unresolved_fraction,analytic_flux
-12.0,0.049787241810346744,2.471168298019659e-10,0.0,0.049787068367863944
-8.0,0.13533550583211512,6.736282181460062e-10,0.0,0.1353352832366127
-4.0,0.36787961926295487,5.714200414039114e-10,0.0,0.36787944117144233
-2.0,0.6065307544870855,2.0389779154063321e-10,0.0,0.6065306597126334
0.0,0.99951171875,0.00018455296533653672,0.00048828125,1.0
2.0,1.0000605610689692,0.00020126012630116395,0.0,1.0
4.0,0.9994465895984999,0.0005016672727197307,0.0,1.0
8.0,1.0012037263054168,0.00118096727851602,0.0,1.0
