region,fitted_visibility_amplitude,derivative_capture_fraction,derivative_correlation,pass_stiffness,clipping_required
top,1.2342365481219923,-109.89347330975286,-0.7157569808473889,False,True
upper_wall,0.14937655397160482,-6.036956939431518,0.1572190195726453,False,True
lower_wall,0.037124778690785176,-2.080763771016665,0.6210649698692309,False,True
floor,0.1801639144256096,-3.8240945447664396,-0.5044217624008476,False,True
