electron_temperature_eV,a_3Pi_u_m3_s,A_1Pi_u_m3_s,b_3Pi_g_m3_s,B_1Pi_g_m3_s,C_1Delta_g_m3_s,c_3Sigma_g_minus_m3_s,D_1Sigma_g_plus_m3_s,e_3Sigma_u_plus_m3_s,summed_state_rate_m3_s
0.69034034034034,3.9222679684233195e-17,1.0242247833572191e-17,3.063227431539135e-19,1.3810274223623062e-20,9.620930904024603e-22,9.40406030615023e-22,3.863065917156952e-22,2.490354205822336e-23,4.978737424443771e-17
0.71035035035035,4.4544702010910377e-17,1.2280870131155325e-17,3.9749929107045663e-19,1.8968552222502893e-20,1.3341495683170296e-21,1.2710910572375593e-21,5.431819621085661e-22,3.6504013078942505e-23,5.724522491195942e-17
0.73036036036036,5.025553419327375e-17,1.4582490343058782e-17,5.085093267535781e-19,2.5611537563116932e-20,1.817736846126779e-21,1.6899954333885888e-21,7.497296103498091e-22,5.24042058692296e-23,6.537645526674496e-17
0.75037037037037,5.635572794019194e-17,1.716087718726942e-17,6.42045002134795e-19,3.404076687623177e-20,2.4367488535487745e-21,2.2131780338655758e-21,1.017310588334671e-21,7.380128097146719e-23,7.419843193522912e-17
0.77038038038038,6.284492319619265e-17,2.002876014802788e-17,8.009078994379198e-19,4.459195078529597e-20,3.218059342790569e-21,2.8581428597934603e-21,1.35884127522721e-21,1.0211387939615014e-22,8.372672035180096e-17
0.79039039039039,6.972196174686804e-17,2.319778334066215e-17,9.879875244248057e-19,5.76347823131015e-20,4.191555478223324e-21,3.643770808436281e-21,1.78882768753658e-21,1.3899970540981204e-22,9.39751305479477e-17
0.8104004004004,7.698498907236078e-17,2.6678477384252975e-17,1.2062396097925709e-18,7.357232009725864e-20,5.390135291076408e-21,4.590234233536689e-21,2.3233792449379316e-21,1.8637112375006305e-22,1.049557685063969e-16
0.83041041041041,8.46315449854329e-17,3.04802471110959e-17,1.4586646798155185e-18,9.283997913697687e-20,6.849670486358481e-21,5.718897169698986e-21,2.9802022847400016e-21,2.4640847870212425e-22,1.1667909193390081e-16
0.85042042042042,9.265864379514785e-17,3.461137297644712e-17,1.7482872558990628e-18,1.1590416847982556e-19,8.608936763514489e-21,7.052204135766437e-21,3.778574128877572e-21,3.2157091997868874e-22,1.2915396948192197e-16
0.87043043043043,1.0106284485001043e-16,3.907902412427267e-17,2.0781360115550784e-18,1.43260619645084e-19,1.0709514318215907e-20,8.61356036306531e-21,4.739298926069905e-21,4.146045968449608e-22,1.4238774258368744e-16
0.89044044044044,1.0984031436093639e-16,4.388928119568783e-17,2.4512251173135342e-18,1.754324519231979e-19,1.3195661543106651e-20,1.0427206140657145e-20,5.884646816681687e-21,5.285481542478176e-22,1.5638628918851561e-16
0.91045045045045,1.1898687940450584e-16,4.904716712156168e-17,2.8705369532367002e-18,2.1296802128564987e-19,1.6114165157859267e-20,1.2518087755416728e-20,7.238278202200862e-21,6.667355305046103e-22,1.7115408876723586e-16
0.93046046046046,1.2849807497599205e-16,5.455668430774545e-17,3.339006310232685e-18,2.564385987981465e-19,1.9514170093403028e-20,1.4911727251104678e-20,8.825155052015909e-21,8.327961138405798e-22,1.8669428804127866e-16
0.95047047047047,1.3836918491072579e-16,6.04208567920378e-17,3.859506151898264e-18,3.0643592245848097e-19,2.3446992452064153e-20,1.763409295563967e-20,1.0671441256550916e-20,1.0306523638801445e-21,2.0300876695614844e-16
0.970480480480481,1.4859527742992073e-16,6.664177611996942e-17,4.434834966331614e-18,3.635696635644126e-19,2.79659187842908e-20,2.0711472444116963e-20,1.2804394048263685e-20,1.2645150438275509e-21,2.200982044801067e-16
0.99049049049049,1.5917123599927353e-16,7.322064984742471e-17,5.0677057020667186e-18,4.284648453122302e-19,3.312599478175657e-20,2.4170349328140954e-20,1.5252248471420538e-20,1.5388762397004179e-21,2.379621438628982e-16
1.0105005005005,1.700917861194919e-16,8.01578517291708e-17,5.7607362536049265e-18,5.017592475551494e-19,3.898380630207382e-20,2.803728499817303e-20,1.8044096798600317e-20,1.858500365129975e-21,2.5659905703828675e-16
1.03051051051051,1.813515186001344e-16,8.745297279167422e-17,6.51644143938414e-18,5.841008276978319e-19,4.559725542595362e-20,3.233880620066785e-20,2.1209764676583664e-20,2.2284133646732692e-21,2.7600640789855854e-16
1.05052052052052,1.9294490980412738e-16,9.510487261546667e-17,7.33722639782484e-18,6.761451837200287e-19,5.302533401509986e-20,3.710129910951349e-20,2.4779685645739647e-20,2.6538903361946013e-21,2.961807142102455e-16
1.07053053053053,2.0486633929024723e-16,1.0311173026629341e-16,8.225381314627217e-18,7.785530814266506e-19,6.132789699783451e-20,4.2350910353603796e-20,2.878477552322412e-20,3.1404417946310444e-21,3.1711760797726376e-16
1.09054054054054,2.1711010522642773e-16,1.1147109441578827e-16,9.183077386126518e-18,8.919880643014996e-19,7.056543736697616e-20,4.8113455289863203e-20,3.3256307978067413e-20,3.693798796337906e-21,3.388118940920752e-16
1.11055055055055,2.296704378970678e-16,1.2017993228181439e-16,1.0212363918584954e-17,1.017114160861835e-18,8.079886463657494e-20,5.441433366325493e-20,3.82257924612866e-20,4.3198971361525546e-21,3.612576071462262e-16
1.13056056056056,2.4254151158330977e-16,1.292346770967403e-16,1.1315166461234221e-17,1.1545937012110297e-18,9.208928827503489e-20,6.12784526710317e-20,4.372485549098704e-20,5.024860819203655e-21,3.8444806629975155e-16
1.15057057057057,2.557174550561447e-16,1.3863127387954771e-16,1.2493285871120392e-17,1.3050852515913762e-18,1.0449780741496392e-19,6.873015734606958e-20,4.978512613474652e-20,5.81498499710487e-21,4.0837592813429706e-16
1.17058058058058,2.6919236088722886e-16,1.4836522334582828e-16,1.3748398209891604e-17,1.4692416731578647e-18,1.1808530793675642e-19,7.679316809156833e-20,5.643812638191397e-20,6.696718544220653e-21,4.330332374370611e-16
1.19059059059059,2.8296029375263446e-16,1.584316238391539e-16,1.5082055376163937e-17,1.647708308924566e-18,1.3291226783465232e-19,8.549052513456763e-20,6.371516695889997e-20,7.676646434774635e-21,4.584114758832397e-16
1.2106006006006,2.970152978777496e-16,1.6882521120916688e-16,1.649568638164597e-17,1.8411213008685343e-18,1.4903857160134515e-19,9.48445396164734e-20,7.164724901212275e-20,8.761472066180133e-21,4.845016086017272e-16
1.23061061061061,3.1135140374941394e-16,1.7954039659664122e-16,1.7990599184502865e-17,2.050106037495191e-18,1.6652333421015464e-19,1.0487675100299125e-19,8.026497196691241e-20,9.957999658540078e-21,5.112941286248917e-16
1.25062062062062,3.2596263420099172e-16,1.905713021147148e-16,1.9567982999222565e-17,2.2752757307549902e-18,1.85424735132106e-19,1.1560789047153544e-19,8.959844776644533e-20,1.1273116845100321e-20,5.387790992358992e-16
1.27063063063063,3.408430099599768e-16,2.0191179443925315e-16,2.1228911008307287e-17,2.5172301200304395e-18,2.0579986269825398e-19,1.2705784991947083e-19,9.967722160269544e-20,1.2713777553827112e-20,5.669461942393418e-16
1.29064064064064,3.5598655473266675e-16,2.135555163402973e-16,2.2974343407279803e-17,2.7765542999617492e-18,2.277045690046632e-19,1.392456562297821e-19,1.1053019917103749e-19,1.4286985266353797e-20,5.957847361898775e-16
1.31065065065065,3.7138729988850255e-16,2.254959162018476e-16,2.480513072063357e-17,3.053817668125599e-18,2.511933354576023e-19,1.521894504304596e-19,1.2218558041094018e-19,1.5999776727525102e-20,6.252837326221358e-16
1.33066066066066,3.870392887962132e-16,2.377262755890765e-16,2.6722017332352282e-17,3.349572987999388e-18,2.7631914896890784e-19,1.6590647138871023e-19,1.3467079963651162e-19,1.7859206166627586e-20,6.554319103318022e-16
1.35067067067067,4.0293658085493956e-16,2.502397349308888e-16,2.8725645180410815e-17,3.664355562213997e-18,3.031333887351272e-19,1.8041304368993898e-19,1.4801247191164137e-19,1.9872330080301645e-20,6.8621774776287e-16
1.37068068068068,4.190732552564127e-16,2.6302931739233837e-16,3.081655757017934e-17,3.998682510796102e-18,3.316857234680363e-19,1.9572456936330069e-19,1.6223634548432764e-19,2.2046192616995628e-20,7.17629505560659e-16
1.39069069069069,4.3544341450755e-16,2.7608795101601734e-16,3.299520306684698e-17,4.353052148911631e-18,3.620240188875435e-19,2.1185552312967774e-19,1.7736726006259465e-19,2.4387811593700275e-20,7.496552553529994e-16
1.4107007007007,4.520411877383498e-16,2.894084892140715e-16,3.526193943184067e-17,4.727943458525304e-18,3.9419425523993476e-19,2.288194508635286e-19,1.934291106894363e-19,2.690416516755484e-20,7.822829068247477e-16
1.43071071071071,4.688607338149388e-16,3.0298372969404647e-16,3.761703757270063e-17,5.123815648370161e-18,4.2824045456414266e-19,2.4662897097656334e-19,2.1044481695544396e-19,2.960217917765789e-20,8.1550023315173e-16
1.45072072072072,4.858962442745018e-16,3.168064319020962e-16,4.0060685480046424e-17,5.541107796666896e-18,4.642046173953115e-19,2.652957784482385e-19,2.2843629727475e-19,3.248871516605937e-20,8.492948948615956e-16
1.47073073073073,5.031419460959105e-16,3.308693330660717e-16,4.259299212901549e-17,5.980238571125454e-18,5.021266685678572e-19,2.848306512452047e-19,2.474244479414198e-19,3.5570559081364806e-20,8.836544621889591e-16
1.49074074074074,5.205921043170229e-16,3.4516516292001354e-16,4.5213991326041903e-17,6.441606020898705e-18,5.420444117586623e-19,3.0524345888883514e-19,2.6742912667936927e-19,3.8854410663547504e-20,9.185664359919674e-16
1.51075075075075,5.382410245083147e-16,3.5968665718914097e-16,4.7923645484918297e-17,6.9255874353229294e-18,5.839934923944852e-19,3.265431729465392e-19,2.8846914039799816e-19,4.234687350448039e-20,9.540182672969403e-16
1.53076076076076,5.560830551104783e-16,3.7442656991237513e-16,5.072184931889322e-17,7.432539264470573e-18,6.280073685355186e-19,3.487378792386734e-19,3.105622368681217e-19,4.6054445775159695e-20,9.899973755366345e-16
1.55077077077077,5.741125896422922e-16,3.8937768467628866e-16,5.3608433438061443e-17,7.962797096747527e-18,6.741172893387942e-19,3.718347915682052e-19,3.337251000373247e-19,4.998351160771805e-20,1.0264911655459419e-15
1.57078078078078,5.923240687845214e-16,4.045328248317199e-16,5.658316784349822e-17,8.516675688982692e-18,7.22352280700332e-19,3.9584026679496393e-19,3.5797334871044867e-19,5.41403331178242e-20,1.0634870433780458e-15
1.59079079079079,6.107119823445352e-16,4.1988486276079406e-16,5.964576531157479e-17,9.094469044684393e-18,7.727391376731656e-19,4.2075982109016185e-19,3.833215383293773e-19,5.853104305112412e-20,1.1009724310017324e-15
1.6108008008008,6.292708711054274e-16,4.3542672825909566e-16,6.27958846635921e-17,9.696450536361115e-18,8.253024232592924e-19,4.465981472199334e-19,4.0978316559531416e-19,6.316163803580438e-20,1.1389347799385867e-15
1.63081081081081,6.479953285636967e-16,4.511514160942872e-16,6.603313391739223e-17,1.032287306803369e-17,8.800644731767852e-19,4.733591327188006e-19,4.373706756875582e-19,6.803797242205203e-20,1.177361583897415e-15
1.65082082082082,6.668800025582899e-16,4.670519927992516e-16,6.935707331889586e-17,1.0973969274284573e-17,9.370454062083698e-19,5.0104587882546975e-19,4.660954718434146e-19,7.316575268832881e-20,1.2162403904602879e-15
1.67083083083083,6.859195967944204e-16,4.831216027545903e-16,7.276721825264979e-17,1.1649951752412182e-17,9.962631397449356e-19,5.296607200639135e-19,4.95967927075589e-19,7.855053239365914e-20,1.2555588118733506e-15
1.69084084084084,7.05108872264851e-16,4.993534736120961e-16,7.626304203142813e-17,1.235101332446638e-17,1.0577334101454447e-18,5.5920524436258775e-19,5.269973978150319e-19,8.419770765465355e-20,1.2953045349928191e-15
1.71085085085085,7.244426485711185e-16,5.157409211077788e-16,7.984397856573632e-17,1.3077327326147047e-17,1.1214697975446295e-18,5.896803136137566e-19,5.591922392789131e-19,9.011251312585309e-20,1.3354653304343439e-15
1.73086086086086,7.439158051475011e-16,5.322773533099481e-16,8.350942491477776e-17,1.3829047919744575e-17,1.1874837547501869e-18,6.210860845833771e-19,5.925598223753319e-19,9.630001846173533e-20,1.3760290609721423e-15
1.75087087087087,7.635232823905521e-16,5.489562743451772e-16,8.72587437209811e-17,1.4606310428484614e-17,1.2557846398828144e-18,6.534220300897302e-19,6.271065519677436e-19,1.0276512523893165e-19,1.4169836892323742e-15
1.77088088088088,7.832600826962009e-16,5.657712876419847e-16,9.109126553067372e-17,1.5409231689823386e-17,1.326379752424422e-18,6.866869603762854e-19,6.628378863335895e-19,1.0951256431726388e-19,1.4583172847221343e-15
1.79089089089089,8.031212714072131e-16,5.827160987296424e-16,9.500629100385561e-17,1.6237910425402586e-17,1.3992743723525521e-18,7.208790446108293e-19,6.997583576626791e-19,1.165468936185737e-19,1.5000180302343582e-15
1.8109009009009,8.231019776738005e-16,5.997845176269221e-16,9.900309301631722e-17,1.709242762553967e-17,1.4744718020520002e-18,7.559958324490586e-19,7.378715934512519e-19,1.2387249630258061e-19,1.5420742276668343e-15
1.83091091091091,8.431973952293964e-16,6.169704608533076e-16,1.0308091865759029e-16,1.7972846946274256e-17,1.5519734107079715e-18,7.920342756064732e-19,7.771803386584393e-19,1.3149357931948856e-19,1.584474303290861e-15
1.85092092092092,8.634027830847324e-16,6.342679530930278e-16,1.0723899112833819e-16,1.8879215117138764e-17,1.6317786808985068e-18,8.289907493875273e-19,8.176864785010683e-19,1.3941417231952757e-19,1.627206812504344e-15
1.87093093093093,8.8371346614232e-16,6.516711285398035e-16,1.114765115409882e-16,1.9811562357951703e-17,1.7138852571174554e-18,8.668610741258849e-19,8.593910617727269e-19,1.4763812690007673e-19,1.6702604441009796e-15
1.89094094094094,9.041248357342989e-16,6.691742319489876e-16,1.1579266062736561e-16,2.076990280306129e-17,1.7982889959728565e-18,9.056405364938862e-19,9.022943245813526e-19,1.5616911617163027e-19,1.713624024086933e-15
1.91095095095095,9.246323500860045e-16,6.867716194209051e-16,1.201866003572188e-16,2.175423493158103e-17,1.8849840178187725e-18,9.45323910643524e-19,9.463957144086232e-19,1.6501063462434713e-19,1.7572865190732044e-15
1.93096096096096,9.452315347080366e-16,7.044577589385293e-16,1.246574754714603e-16,2.2764542002275155e-17,1.9739627595922857e-18,9.859054791448025e-19,9.916939144019357e-19,1.7416599827763444e-19,1.8012370392717183e-15
1.95097097097097,9.659179827194547e-16,7.222272306799938e-16,1.2920441493392169e-16,2.3800792491848197e-17,2.0652160286400446e-18,1.0273790536909616e-18,1.0381868678175717e-18,1.8363834509563862e-19,1.845464841120463e-15
