step,physical_time_s,seed,rms_relative_current_imbalance_node,max_relative_current_imbalance_node,rms_relative_current_imbalance_face,max_relative_current_imbalance_face,minimum_potential_v,maximum_potential_v,total_stored_charge_c
75,9.375e-06,7855684,0.2389714906261475,0.6239279913782566,0.479692732534594,0.8902390164357786,-12.284770835446443,48.43760352955214,-8.130337688272776e-17
76,9.499999999999999e-06,7960413,0.21226421845711535,0.4424766127950072,0.4111137322332775,0.861889550927272,-12.367739822393434,48.37027659972549,-8.196088440755067e-17
77,9.625e-06,8065142,0.260798772508828,0.6451501388559443,0.5003629146341341,0.8747431348210786,-11.929138756509094,48.9757335063441,-7.885218683456478e-17
78,9.75e-06,8169871,0.2131214333898105,0.5634106366131565,0.4361748215987657,0.8389480516296937,-11.78707610459168,49.22932250108437,-7.802725806747641e-17
79,9.875e-06,8274600,0.16797510690626652,0.47362580939643756,0.39105449332744985,0.8216841621462063,-12.264016032088001,48.68531703076111,-8.168989191219767e-17
80,9.999999999999999e-06,8379329,0.27203555040870314,0.5812354633799894,0.4707327786413183,0.8892829112784049,-12.384264471967489,48.54791619980181,-8.260186511519632e-17
81,1.0124999999999999e-05,8484058,0.21092828346421919,0.65266322055558,0.4391997905831584,0.8761576647562394,-11.818211913903948,49.31336950335836,-7.853515793768488e-17
82,1.025e-05,8588787,0.24467986280612594,0.5872054254315767,0.44855338134049044,0.8275419964811038,-12.031194916207443,49.12747611438729,-8.028974934881073e-17
83,1.0375e-05,8693516,0.20801768070857965,0.5330203696136281,0.4281734537884317,0.7737320513428706,-12.484247783510494,48.592535839624865,-8.365174036754585e-17
84,1.05e-05,8798245,0.21817371410207792,0.5960601246740149,0.45821381082794377,0.8069244912182599,-12.20120334477167,48.96171696418552,-8.155873724081415e-17
85,1.0624999999999999e-05,8902974,0.1781003082150252,0.42803010851654333,0.4035849994589043,0.81187105604556,-12.17445402377453,49.0261463546143,-8.145923203185999e-17
86,1.0749999999999999e-05,9007703,0.23732973868040758,0.7008334152225077,0.4986652590272248,0.8747381851699995,-12.412507184187625,48.71852519617963,-8.326505698320515e-17
87,1.0875e-05,9112432,0.18263283317722367,0.5335880223175841,0.4395633862115979,0.8442438556300559,-12.36171804856504,48.762392185768775,-8.28835512126414e-17
88,1.1e-05,9217161,0.1914773469700549,0.5446186856037368,0.4309483275740171,0.899699422955217,-12.297235981242189,48.85636225659555,-8.24162363936603e-17
89,1.1125e-05,9321890,0.18903413650721,0.5277608399519134,0.4273126934063412,0.8545419213047488,-12.219182156497023,48.97167311913632,-8.186597130094621e-17
90,1.1249999999999999e-05,9426619,0.25027832407251294,0.6598392794459282,0.49241061088723204,0.9516893281142468,-12.015375020167895,49.26145923858198,-8.043608099504078e-17
91,1.1374999999999999e-05,9531348,0.1456341076589563,0.4489473397111746,0.43774497638859505,0.9517395950737991,-11.813109672095875,49.570990126421925,-7.909468239233122e-17
92,1.15e-05,9636077,0.13569405552090072,0.46564153966870825,0.4498491056880538,0.8582928883038101,-12.079116707780349,49.29854678273442,-8.117602369408958e-17
93,1.1625e-05,9740806,0.20153534110488974,0.4788543450661426,0.4473260878677622,0.863424146032213,-12.126291294616083,49.274501588634074,-8.1578897689922e-17
94,1.175e-05,9845535,0.23545947635282427,0.5763868517543931,0.491159301178953,0.9099847786101837,-11.941776975948127,49.5374061457939,-8.032523590388475e-17
95,1.1874999999999999e-05,9950264,0.1796567977578663,0.44628025868741233,0.4608489969434164,0.90738023572111,-11.797500619072673,49.77584004510729,-7.941605961170701e-17
96,1.2e-05,10054993,0.2290383232881114,0.6640296108502717,0.5047824343575005,0.8509416345031872,-12.094602796963311,49.42856031829152,-8.173792293170336e-17
97,1.2125e-05,10159722,0.1526163313803138,0.43970443613506277,0.43820904350922224,0.7963083653454168,-12.316907073340413,49.18816426883487,-8.332241875173374e-17
98,1.225e-05,10264451,0.19121810329253217,0.6096245434909595,0.47049165073311705,0.8477133470066529,-12.298905358728367,49.24454999961944,-8.308743532217744e-17
99,1.2375e-05,10369180,0.18657346462420207,0.5039115139794019,0.4608235478401538,0.8540330957446429,-12.11001803825528,49.50965225532917,-8.167773395902744e-17
100,1.2499999999999999e-05,10473909,0.2114520532617461,0.5977344329426694,0.47353899291904383,0.9455332500559362,-12.191122194417012,49.44008132986684,-8.229691761289374e-17
101,1.2625e-05,10578638,0.22335738603313826,0.5990817162175686,0.5090327804446578,0.9304924178118419,-12.173910001802346,49.47883542015658,-8.219020770228243e-17
102,1.275e-05,10683367,0.2783645647012165,0.7443351860922113,0.532600514040318,0.8592287019495636,-12.141431332099408,49.548262738846184,-8.197557559494298e-17
103,1.2875e-05,10788096,0.18829959523559742,0.6496394013251473,0.43934241389784534,0.8230129327746764,-11.911461641585875,49.87529714683075,-8.034227384133529e-17
104,1.3e-05,10892825,0.20695541057432904,0.5606438972326504,0.43452210734474067,0.8522376275789151,-12.096982155242332,49.664097835145995,-8.180233311843232e-17
105,1.3124999999999999e-05,10997554,0.17656568191669939,0.509279938574342,0.4521962236962082,0.9449712422538418,-12.348506434052359,49.36086934025066,-8.362486989564678e-17
106,1.325e-05,11102283,0.2407895666288805,0.6788584592931642,0.4850677286258031,0.8075335527706325,-12.182142470431465,49.578812862869626,-8.2360374051666e-17
107,1.3375e-05,11207012,0.20157711344117488,0.5604945447056139,0.4591139770049705,0.902487589180978,-12.061215461548777,49.74224763692501,-8.151603563709728e-17
108,1.35e-05,11311741,0.20585430725613846,0.6176846725524441,0.44696909261077317,0.897212245705239,-12.212506696074113,49.542490794551185,-8.267424340381335e-17
109,1.3624999999999999e-05,11416470,0.20740141658779374,0.613470446491404,0.4362554173397967,0.8242109211672901,-11.942847429597956,49.89375353244261,-8.072915834228176e-17
110,1.3749999999999999e-05,11521199,0.19776586243207442,0.5597286867524133,0.42434641297990167,0.823441453405873,-11.976097670518795,49.87827415421307,-8.105554578915514e-17
111,1.3875e-05,11625928,0.16674935908744126,0.43215046069681845,0.41542362443944497,0.8529869594311256,-11.972162839782678,49.891756680871396,-8.112637473697299e-17
112,1.4e-05,11730657,0.21303156944879162,0.5828392509463954,0.45067637803445165,0.8994391839256182,-11.995258066320238,49.883736412763255,-8.136140023095229e-17
113,1.4125e-05,11835386,0.23563529033540062,0.6662681167046177,0.44910211454933263,0.8569753833013339,-11.775025859928663,50.19127256506694,-7.984099082910669e-17
114,1.4249999999999999e-05,11940115,0.14850762955770222,0.3655932175978129,0.40874450397784645,0.8053905836901615,-12.06864678004909,49.84815735970661,-8.206712633468409e-17
115,1.4374999999999999e-05,12044844,0.1941341075224126,0.5748829301490839,0.418001983861256,0.8425645162400097,-12.343037274884306,49.52475198353353,-8.403248597165482e-17
116,1.45e-05,12149573,0.24113236435490917,0.6927204657606787,0.48580510153963885,0.8981148380259666,-12.083504970209605,49.8781540938458,-8.204956338535547e-17
117,1.4625e-05,12254302,0.13652622663356123,0.43451112826977967,0.4129826629023188,0.9479040267702702,-12.095617809123878,49.870481935587904,-8.216826866046884e-17
118,1.475e-05,12359031,0.15396072553783938,0.5024012459638832,0.387787939845896,0.9464469459127131,-12.243470083346155,49.695480956596676,-8.321321438479684e-17
119,1.4874999999999999e-05,12463760,0.19944391555310392,0.5488014203376865,0.4386122548080175,0.902409416748106,-11.920686442309941,50.13370575969998,-8.084274621177939e-17
120,1.4999999999999999e-05,12568489,0.19853390128173437,0.6018889228100437,0.4400015039035804,0.782412378168378,-11.970886337149729,50.12211337177339,-8.126739975302937e-17
121,1.5125e-05,12673218,0.1974423665587411,0.5008547325530865,0.4230657559032255,0.7397716385969224,-12.00082350443741,50.12391034675975,-8.153026427017696e-17
122,1.525e-05,12777947,0.233417669051749,0.6745553743785182,0.4884422419621453,0.8709816425198351,-12.196956645818481,49.88063693160033,-8.298056341389766e-17
123,1.5374999999999998e-05,12882676,0.23286808860384584,0.6320321961059429,0.4695788514858209,0.8969643084261908,-12.0104361002728,50.120701689542955,-8.16247765605298e-17
124,1.55e-05,12987405,0.23481789496923383,0.6190875495832636,0.474334176330344,0.8538282730344522,-11.87662217409838,50.318627149236775,-8.069405298835389e-17
125,1.5625e-05,13092134,0.20739167363213015,0.5329659496499581,0.45463440964009655,0.92607556604943,-12.018921887341254,50.16944317621697,-8.180228285669187e-17
126,1.575e-05,13196863,0.16991297686622142,0.575852195263627,0.4508625421156073,0.7837290988486217,-12.355427251366777,49.73075402547333,-8.424858416696083e-17
127,1.5875e-05,13301592,0.21984853535979318,0.6381713712437866,0.4422176318809944,0.770201854007804,-12.378857924818355,49.68407868246065,-8.433571015571725e-17
128,1.6e-05,13406321,0.24369181824551348,0.6570829158607077,0.46889148861439456,0.7764656354175259,-12.076698429839157,50.04548489129658,-8.206034385683992e-17
129,1.6125e-05,13511050,0.19721742817689666,0.543843818302262,0.42579650249101875,0.8637485585041155,-11.897230698739714,50.30029740207763,-8.077780445496988e-17
130,1.625e-05,13615779,0.24895124295119278,0.74892591330399,0.49583823645090197,0.9089412238331459,-12.199745061433445,49.9177774765485,-8.304388356593086e-17
131,1.6374999999999998e-05,13720508,0.22662523515520208,0.576802310764831,0.45914428090692794,0.7856004531611003,-11.848403694393776,50.37800811133364,-8.04711184417727e-17
132,1.6499999999999998e-05,13825237,0.23325088144082082,0.6400349510984326,0.4559784617116975,0.8474971662329929,-11.766817798380401,50.51578694819256,-8.002293925606965e-17
133,1.6625e-05,13929966,0.2714351436260066,0.7333836934578407,0.526145658554264,0.9352602957825876,-11.699948191049035,50.64612771159902,-7.965264586378207e-17
134,1.675e-05,14034695,0.14332589732541925,0.41311270523225063,0.36866181916292323,0.9098402941137581,-11.703816009521633,50.71502567108695,-7.972648429707717e-17
135,1.6875e-05,14139424,0.18790780596445433,0.46724354025067744,0.42422896872142124,0.9537555438381189,-11.71155717247058,50.77845464835904,-7.975283559084762e-17
136,1.7e-05,14244153,0.23090635107735114,0.6178327911083914,0.4704245552537809,0.8985855245153807,-12.232943292615836,50.055218191132326,-8.392672173922567e-17
137,1.7125e-05,14348882,0.2044825200893128,0.6568300950465776,0.4835017784213925,0.9027352179462086,-12.046821319718909,50.27659639901483,-8.254184576951377e-17
138,1.725e-05,14453611,0.2115556761248081,0.559506302354521,0.4686234529320113,0.9032935189392299,-12.014303669133838,50.36290088199866,-8.223237458935771e-17
139,1.7375e-05,14558340,0.18110327755173128,0.5205672254240331,0.44434609558542787,0.874705778778831,-11.90253730500138,50.536175300691916,-8.140555345570924e-17
140,1.75e-05,14663069,0.16609764518909212,0.48040979332401645,0.4446687147399276,0.8909392191543782,-11.986656453819286,50.44589938562888,-8.201190264685166e-17
141,1.7624999999999998e-05,14767798,0.18224514740262682,0.6141894022819977,0.46105096392359374,0.8585294117237501,-12.033177411812137,50.40035163070789,-8.234174716215703e-17
142,1.7749999999999998e-05,14872527,0.17387892074374034,0.5189905697618373,0.4357118961139423,0.8590768197997256,-12.085883897544363,50.34532637197775,-8.27126332077363e-17
143,1.7875e-05,14977256,0.22911349161019004,0.6124522965037782,0.5089040170137255,0.9554443256635244,-12.060715844250712,50.40317113683725,-8.249801130261256e-17
144,1.8e-05,15081985,0.23652009797292534,0.753977583268949,0.5044363258878038,0.898956233536033,-12.150986339237866,50.28885481559807,-8.314415033817722e-17
145,1.8125e-05,15186714,0.16286610511873031,0.534137728669204,0.41524897420600365,0.8099250152746867,-12.142581979625357,50.277971106417226,-8.310855634737451e-17
146,1.825e-05,15291443,0.20682413112468306,0.5541786343206729,0.4634280845364265,0.8966480309205568,-12.014938564137934,50.446294677585485,-8.212112870973259e-17
147,1.8375e-05,15396172,0.23422187449715143,0.6759437497509769,0.45414104653686543,0.8262562240965668,-12.21209391159456,50.21855057554775,-8.351839402345705e-17
148,1.85e-05,15500901,0.25604444718552954,0.6596180685427911,0.4738468279394721,0.8762252644214977,-11.823314084534008,50.71400850877945,-8.067721609925337e-17
149,1.8625e-05,15605630,0.284649575991917,0.7779889923915501,0.5041361528915493,0.8633161206844707,-12.364762061692778,50.04311917895639,-8.462048567021622e-17
150,1.875e-05,15710359,0.24574199436734923,0.6352183057885358,0.46759812378761706,0.8198526510196161,-11.932865901334935,50.613029868761146,-8.137454037904758e-17
151,1.8874999999999998e-05,15815088,0.22976645042878863,0.6979128274325234,0.5241693156894746,0.9866122565702186,-12.388460025556721,50.01362649488063,-8.472521554400061e-17
152,1.8999999999999998e-05,15919817,0.23079474048208937,0.6268748334463898,0.47588263978017853,0.8942019779433241,-12.132357754951101,50.3268229597684,-8.275321583034274e-17
153,1.9125e-05,16024546,0.13021678375637574,0.4292033604803816,0.4018858352685851,0.8929467104700697,-12.195914085828731,50.26301240781475,-8.316023101127637e-17
154,1.925e-05,16129275,0.21574233659221723,0.6352093098795659,0.4644544818996579,0.8458599469762721,-12.094932283340833,50.37046580415039,-8.240162913118505e-17
155,1.9375e-05,16234004,0.2021652345123584,0.5958005264762515,0.43635013435072806,0.8185169477077479,-12.097591998158814,50.347377985011626,-8.243145196508115e-17
156,1.95e-05,16338733,0.24628457141327464,0.6756344574024111,0.48790675002118983,0.8283207042707903,-11.893125263768614,50.635783729666876,-8.095519708559898e-17
157,1.9625e-05,16443462,0.24372769138646425,0.6323387451595992,0.47750950746157916,0.9025384068987057,-12.112239886193477,50.3863134027711,-8.25751749423462e-17
158,1.975e-05,16548191,0.20517806931133095,0.584589501654582,0.4441870789738304,0.8036608432016552,-12.41474468633899,49.99292984633222,-8.472680779384064e-17
159,1.9875e-05,16652920,0.2836526855700195,0.7651163575762903,0.5337602410219255,0.8997606031852157,-12.63093966243663,49.6893478134502,-8.615341350751949e-17
160,1.9999999999999998e-05,16757649,0.2329735612958591,0.6108011617390118,0.46684499007104074,0.7183303608829107,-12.555024703122447,49.71987628440458,-8.545023224460476e-17
161,2.0124999999999998e-05,16862378,0.2496407940562403,0.7734913451904064,0.49404726211286537,0.9011142736057401,-12.836411330500562,49.30573616343369,-8.733218351523813e-17
162,2.0249999999999998e-05,16967107,0.16810675825649496,0.5583202430100004,0.42395488589244185,0.8327130079331387,-12.512265320077308,49.65686818442754,-8.477429485179915e-17
163,2.0375e-05,17071836,0.19564716706350369,0.64913191517917,0.421269246645275,0.7750208031246684,-12.483645450577008,49.672819768433904,-8.44459115575793e-17
164,2.05e-05,17176565,0.22873481450775204,0.6179340841172405,0.4787242838376978,0.8539806720749755,-12.384252594041035,49.77615066966604,-8.361962407040824e-17
165,2.0625e-05,17281294,0.1883650699485653,0.648959471399376,0.43845511483813565,0.8190075375711217,-12.282502153135356,49.89977570403015,-8.280339127530364e-17
166,2.075e-05,17386023,0.24982547364903782,0.7040612112098156,0.5189200297244122,0.9411956259811972,-12.262121938547397,49.90685174083819,-8.264505240803529e-17
167,2.0875e-05,17490752,0.17629309682806513,0.45138732379240815,0.4379661210533578,0.9479771482762382,-12.181833147599098,50.02176899831484,-8.204624082357208e-17
168,2.1e-05,17595481,0.25330263645141754,0.6667376573961148,0.49524316438224636,0.9052044652591834,-11.915100432812011,50.39404056526142,-8.015115533412201e-17
169,2.1125e-05,17700210,0.2836013528298004,0.6754464743908645,0.5066293758323982,0.946359471466762,-12.297163569396272,49.91663356533797,-8.302945779784335e-17
170,2.1249999999999998e-05,17804939,0.1446185438250852,0.3862578284741347,0.4459012008245839,0.9515122954632107,-11.768763591556906,50.616326723358924,-7.92031412564215e-17
171,2.1374999999999998e-05,17909668,0.2027489288811182,0.580576774964706,0.450699618896954,0.9520055274066538,-11.670447155254596,50.77377831257492,-7.869117239235087e-17
172,2.1499999999999997e-05,18014397,0.18747610557589267,0.5257391880355378,0.42284443583696946,0.898235475973632,-12.035045734633405,50.337444334807024,-8.154520322123979e-17
173,2.1625e-05,18119126,0.20050178858434012,0.6016706880359944,0.4579584383670067,0.8590210270130962,-12.099677461642925,50.2582273456561,-8.206003486902883e-17
